,SecurityID,p,q,v_mu,omega,alpha1,alpha2,beta1,beta2
0,61437,1,2,0.001440461317242256,6.800982058683108e-05,0.09820035900307436,0.09820035931740487,0.3829813987293311,0.3829813991521138
0,61434,1,1,-0.001700586526254886,4.424946484630894e-08,3.8163695597986816e-06,0.001166396649681871,5.383879171240456e-16,0.9543312375402547
0,61419,1,1,0.0006776113584874599,1.7598514591808743e-05,0.09999935937139905,0.09999935936358155,0.24999817010104652,0.24999817012332412
0,61404,1,0,-0.001071700590255765,0.0005449709902041053,0.12508602861421875,3.618888116367004e-17,5.802983826414844e-17,0.0
0,61380,1,2,0.004264132655330444,0.000611552606606159,0.7430931353607536,0.0,0.0,0.25690686464068857
0,61376,2,0,0.001779186477645824,3.3170256441564275e-05,0.09999941333262585,0.10000528002506165,0.14999912000238888,0.14999912000727056
0,61374,1,1,0.0035931169522343547,5.349279309834804e-06,0.0,0.0,0.705866693171738,0.23411375880633242
0,61350,1,0,-0.00013660072034725639,0.008539809347643595,0.37620271986921455,0.0,0.0,0.062317423568633165
0,61347,2,0,-0.0007301951021961347,0.00014838051660930166,0.09632979181346878,0.1330318662351797,0.14449469071153076,0.14449469229263864
0,61346,1,0,-0.0091120183124424,4.1591604072299637e-05,2.1254916204338606e-13,3.3386237937177243e-13,0.9267657260858728,0.0
0,61322,1,1,-0.0020393342822172433,1.1333877436351046e-05,1.4261486359472564e-13,2.133354776010522e-13,0.924742332906253,2.816311770838285e-11
0,61321,2,0,0.0002819789376064328,7.840501629190978e-05,0.4540203078590848,0.5459796921162459,1.4971414956246485e-11,5.1369200150118233e-11
0,61316,1,0,-0.005659311182708636,9.123843871857335e-05,7.459422762320862e-12,0.1458671920600572,0.798059482196595,1.0845166179189975e-10
0,61285,1,0,-0.016117859969886433,0.005059111450443417,0.27679555548037016,0.0,1.257240541388075e-16,1.1744865981186408e-16
0,61278,2,2,-0.0007407664633841623,2.5688500805719643e-05,0.08998861926126808,0.08998861920691092,0.3509556137640004,0.35095561384669505
0,61275,1,2,0.0013994827163089922,7.900035832117591e-05,0.26113290552276963,0.09219217443884754,0.27625170712808883,0.2762512921207014
0,61273,2,0,-0.010653446952959835,0.00032643328086694135,0.0,0.9999999798745054,0.0,0.0
0,61272,1,1,-0.7224483510264665,1.2509898167298477,0.0,0.0,1.0,0.0
0,61271,1,1,0.005952125249729737,0.0001099852785068015,0.06269381189304415,1.4932400943643594e-13,0.0,0.0
0,61264,2,0,0.0002975605732959053,0.0026059239958659136,1.9805022235322672e-13,0.8445351178890114,0.05001168330964523,0.10545384102723208
0,61246,2,0,-0.0019393776955087308,1.59115310679293e-09,1.632938869678012e-10,0.0,0.9168251278063219,0.0
0,61245,1,0,-0.0057417495454506855,4.8720609036136994e-05,3.1086244689504386e-20,1.5631940186722208e-19,0.00011694241729017029,0.8208555006454402
0,61237,1,0,-0.005501431478271831,0.00016444782470788008,0.0,0.0,0.0123292128762316,0.7789113755791963
0,61212,2,2,-0.0013137627246123029,0.0,0.02939054595213389,0.41649654712377226,0.3603223969727181,0.19379507462836476
0,61209,1,0,0.001447441806418238,0.0006891128446468112,1.0,0.0,0.0,0.0
0,61207,2,1,0.0007872862694337671,2.3982699525105686e-05,0.0049999116300169155,0.004999911644482808,0.44499877953763367,0.44500317026475067
0,61205,1,0,-0.0012808443453507896,4.562176621447748e-13,2.9735893173187244e-11,1.7436614727071512e-11,0.9923433539489946,1.1511050754243438e-08
0,61204,1,1,-0.0038641122731072853,3.895241586818665e-05,0.005,0.005,0.445,0.445
0,61200,1,0,-0.0010048594404169124,2.590969109746151e-05,0.09998695125101197,0.09998695011802217,0.38994911617327166,0.3899491151650356
0,61198,1,0,-0.004832063372154517,7.016500290073455e-05,0.0,0.0,0.7881896037255958,0.0
0,61144,1,1,0.0010345821460643815,4.6055937018392016e-07,0.004999998180706055,0.004999998179936251,0.3450000597011605,0.34500007073401634
0,61137,1,0,0.005024046470623224,0.0001719612907272666,0.9494891235412158,0.0,0.0,0.0
0,60421,1,0,-0.005471200698347823,0.0,0.0,0.0,0.34883610935888965,0.589471291233563
0,58316,1,0,0.0017238032640080844,4.0444855221309495e-05,0.10002817130842705,0.10002817074242214,0.25007042757901937,0.25007042752238334
0,58181,1,0,-0.006634104364544618,7.725304276761414e-05,0.0,0.0,0.036156981099938514,0.7235385795203926
0,57659,1,0,-0.007138316416946309,3.085401833477608e-05,3.5823166550119012e-09,4.1082168929403005e-09,0.848672573393722,3.818167037961574e-10
0,57658,1,0,-0.008546305388778678,0.0005844514314380039,0.0,0.0,0.0,0.2729828086115614
0,57609,1,0,-0.009067883014056874,1.0079817275431798e-05,0.0,0.0,1.0,0.0
0,57204,1,0,-0.006251751719845727,0.0002849198956178662,2.2708242329991728e-12,0.20076798331389825,1.5358162023504573e-10,1.5344759217607775e-10
0,57177,1,0,0.0008629863303732231,0.00012695854587313805,0.0,3.987913989089988e-08,0.004170653598582927,0.8113921680896231
0,57168,1,2,-0.0025800026460206463,6.452068503607993e-05,0.46961460517880255,1.546066388448716e-14,2.174056139016047e-15,0.5111998812495543
0,57146,2,0,0.0010409708389859142,0.0001673556129641604,0.20371455475465802,0.0,0.0,0.16673926915757376
0,57143,1,0,0.00247104667568853,1.9916033563644018e-05,0.09999924108591414,0.09999924108591414,0.38999704023506515,0.38999704023506515
0,56535,2,0,-0.010514292189541054,0.0022550007373783047,0.0,0.2783328679811936,0.0,0.0
0,56391,1,1,-0.005295652569728653,4.9598491602244496e-05,2.0552481915665257e-11,0.04763612769272867,0.044394104058764684,0.0
0,56390,1,0,-0.005237517116485583,2.6655535257940575e-05,0.0,0.0,0.7484428662185674,0.0
0,56322,1,0,-0.0018558470542362647,0.00010538097209844583,0.025,0.025,0.425,0.425
0,56319,1,0,-0.00594548250697188,0.00017396877062149943,0.0,0.2036297956896605,0.17654017072626133,0.0
0,56318,1,0,-0.00873042531005858,0.0009321685968525089,0.0926431717508818,0.013048614994941468,3.4152392380373953e-16,2.014074472630187e-15
0,56317,2,0,-0.007816915919841025,9.085724164713016e-05,6.235540260019472e-08,0.7602299688883726,0.12542040053435743,0.1143495300969669
0,56316,1,0,-0.006938218858455973,0.00016039031130759735,0.2887618230533215,0.0,0.0,0.4735036567448043
0,56315,1,0,-0.0029878852942930557,0.0003156228951871981,0.6840671596817817,3.1802464234609195e-14,2.3154720590690794e-14,2.7661912780810967e-14
0,56314,1,1,-0.007479745414837101,1.4730170313128751e-05,0.0999985926662017,0.0999985926653483,0.38999451136462215,0.3899945113648617
0,56313,1,0,-0.0019963118050395886,9.335113813734439e-05,0.47208557608418705,0.0,0.0,0.0
0,56312,1,1,-0.006892688708920277,3.243645580577195e-05,8.077586006059462e-18,2.037668766277654e-17,2.336422602453966e-19,0.8777824201049014
0,56311,1,0,-0.006820649199467194,0.0008216287564834748,0.39161906987004075,1.1102230246251569e-20,5.5511151231257845e-21,4.4408920985006276e-20
0,56310,1,0,-0.0031196665459115296,0.0006819306774784678,0.11907252495384542,0.18200286592321932,0.0,0.0
0,56309,1,0,-0.004091782882559129,8.26449553816321e-05,0.0,0.0,5.286625139494591e-06,0.9152003031603367
0,56308,1,0,0.0030800772259656013,0.0004683273148939393,0.5976767299503164,0.24106469286239177,0.1281855443653954,6.448937533358323e-08
0,56306,2,0,0.0317372501660601,0.019106804717016337,0.9363431279669455,0.06365687203306289,0.0,7.483022581579279e-15
0,56305,1,0,-0.00672809768523486,0.0013987145932756774,0.5107655212964617,0.08083670403049631,1.6637119209387203e-17,0.0
0,56303,1,1,-0.008747159159195496,0.0001509124484882785,0.0,0.08856609095771491,0.0,0.9114339125670629
0,56302,1,0,-0.0013319223904209978,8.884736508638735e-05,0.005,0.005,0.445,0.445
0,56301,1,1,-0.004146298225506692,0.00013309410844259371,0.12293434708524405,0.0,0.0,0.6022862160093991
0,56300,1,0,-0.010377792918509737,8.119191066181239e-05,0.004999831134380484,0.004999831134380484,0.44498497095986306,0.44498497095986306
0,56299,1,0,-0.010686942589775551,0.001115169743801536,0.8879396795411673,0.0,6.466039503572444e-07,0.0
0,56297,1,0,-0.0047610704728287346,0.00011199918861513996,0.004999950024644469,0.00499995002668554,0.3449965500089527,0.3449965500086553
0,56296,1,0,-0.004607315566606667,0.00012059045261118092,0.0,0.0,0.0,0.7754535979730547
0,56295,1,0,-0.005389050925151343,9.178928020744804e-06,0.09854582116896585,0.09854580873565259,0.38360720494334877,0.3836072034485065
0,56294,2,0,-0.00552229554017498,4.622798334143083e-05,0.09999812383160979,0.09999812383160979,0.3499934334106342,0.3499934334106342
0,56293,1,0,-0.010421535931248362,0.000438598434603875,1.4331447927951824e-13,1.5232987397143993e-13,0.7249679868734286,1.5822192454624324e-10
0,56289,1,1,-0.007955572135835884,0.00010647018470298826,1.2905779576170024e-07,0.48276323685657224,0.2250303968460981,0.2922061443352955
