,SecurityID,p,q,v_mu,omega,alpha1,alpha2,beta1,beta2
0,16375,1,2,-0.00352541083289113,0.00016787812514234434,0.2675626918504989,0.1092122917149738,0.0,0.6078834551563442
0,16373,1,1,0.0008620456054055285,2.3041345311820416e-05,0.09999711492389231,0.09999710518493099,0.38999892218125803,0.39000879199618055
0,16372,1,2,0.0006911890221898823,2.099586970254725e-05,0.10009236456938796,0.09998972522814184,0.3899599621562848,0.38995996372475217
0,16371,2,1,-0.00022273619402764247,0.00013386992461923236,0.12343857854044754,0.3025511679566624,0.4026045906462347,0.040981212959681636
0,16370,1,1,0.0006943524675573038,6.482704778893868e-05,0.30933924811453006,0.10147188183542616,9.709094128490215e-10,0.5500998858696611
0,16369,2,1,-0.00037465800729608387,9.251376193449979e-05,0.3927721754003096,0.13918857352731479,0.43792807789900307,1.5682381632104248e-15
0,16368,1,2,0.00046665511020401015,6.247745254704768e-05,0.2634356539108869,1.281157800799916e-11,0.5139366543441777,0.14875577309542382
0,16367,2,0,0.00847209629996138,0.004092658302859901,0.6186012297035053,0.0,0.33100114861707763,0.05039766097380976
0,16366,1,2,0.0012599822677249585,7.1546391453627e-05,0.3183093284609468,0.055404592022387136,0.0,0.5755942515393846
0,16365,1,1,-0.00038330987974234985,6.778520845263446e-05,0.10026110310462918,5.551562924731911e-11,0.18145795576464271,0.7182809415156414
0,16364,1,1,-0.0016655569820521914,0.00031941665902399986,0.17325874433606778,0.021066399786077016,0.24761152868759306,0.4787098727622336
0,16363,1,1,0.016479428432562598,0.03997783469366098,9.733588181156951e-08,9.152406993144058e-08,0.9999996097230927,0.0
0,16362,2,1,-0.0001152006369455089,3.447897693629192e-05,0.10000124458504982,0.09999986171819249,0.3899994607926183,0.3899994608092425
0,16361,2,2,0.005012664117292325,0.002282842757764481,0.4342252152540036,0.06093743946971399,2.125004702815535e-11,0.5048373452929827
0,16360,2,2,0.00025087326569370205,4.941571015608041e-05,8.246314872061268e-10,0.16104407609536556,0.820099143844562,2.7945563096417756e-09
0,16357,2,1,4.003577275135087e-05,0.00011277000385573616,0.09999968746687825,0.10000281295107408,0.3499989063063525,0.34999890632614944
0,16356,1,1,-0.0005255163097233726,0.00016220774098007506,0.18368074966393744,0.11820900889298182,0.6256043414574692,0.00472771410334788
0,16355,1,1,0.0012329364316534888,0.0012891907449192209,0.25022795746052123,0.3079406156662994,0.0,0.34781144956945653
0,16354,1,1,-0.002883434427564512,0.00021322626860568406,0.3077099189006955,4.104030878675974e-15,0.3561567872452698,0.280057033760671
0,16353,1,1,-0.002077518072554135,0.0006252881131527709,0.17836795443368356,0.029665871146117257,0.0,0.6162508211095342
0,16351,2,2,-0.0003492388388237969,8.467865807959618e-05,1.6190137259015258e-18,0.3795529215313623,0.22074921708467213,0.315719698258208
0,16350,2,2,-0.001288551712281259,0.00012098902033146045,0.30369542710573955,0.03776475357770618,3.376295069411952e-09,0.6185739311294269
0,16348,1,1,-0.0008969185189206126,0.000792833028314121,0.23638354867169772,0.2576756960581052,0.25832459197412805,0.15296559262026557
0,16347,2,1,-0.0008074135219307834,0.0002473113707989791,0.09999953810240253,0.09999953810240253,0.3499983833584088,0.3499983833584088
0,16346,1,2,0.018163503544147912,0.010185805522452159,0.3911734926760463,2.479273275479192e-15,0.16750552017367046,0.24638170540101778
0,16345,1,2,0.044418914079833866,0.030803086816529757,0.4720909404681848,0.0,0.039693385462464995,0.24563084003608424
0,16344,1,2,0.00042226524436053984,2.8518800192496632e-05,0.09970341355613042,0.10268153151584912,0.38883922446136876,0.3888392812327617
0,16343,2,1,0.0009067860219797972,2.2179475946234226e-05,0.09999971337920598,0.10000257818062815,0.38999888240891206,0.3899988824359749
0,16341,2,1,-0.002541703441789559,0.0002683099883853448,0.05305002757815027,0.11755899374453463,0.7882715288573793,0.0
0,16340,1,2,0.006768029885208322,0.0014340452204586564,0.21665951327675223,3.098968417102173e-12,0.35121364773400915,0.4054349543997905
0,16339,1,2,-0.00010223283548305095,0.0001477179024927968,0.2821341909295059,0.016855853205530145,2.0114159685033938e-12,0.6526705156291374
0,16338,2,1,6.141525975259023e-05,0.0002444616445176804,0.060515014951893466,0.1081698628579199,0.7768874757513533,3.45562910138841e-15
0,16337,2,1,-0.0002768463690903389,0.00012432846603717187,0.077173490298328,0.31729292703594636,0.32536445111626544,0.14432387275798744
0,16336,1,1,0.000414938901301323,0.00013102448201934174,0.1658681939139741,0.048622931821232264,0.6626963331758017,7.198355760141733e-30
0,16334,2,2,-0.0008353659563244234,4.405441317705455e-05,0.2839895463598195,1.5204454002055666e-15,0.3700591229889004,0.28508464862141664
0,16333,1,0,0.0014005301860368525,0.022475129095832987,0.9853471386170457,0.014652861222819143,3.783389492877166e-12,1.5180901906964522e-10
0,16332,1,1,-0.0013500598415138803,0.0005191228772918761,0.5028400257142484,0.12803079290979422,0.32393365484245,1.1251062774840927e-13
0,16331,2,1,-0.002787952001482745,5.061041671191915e-05,0.09999980866996458,0.10000172186747676,0.3899992540221685,0.38999925407115243
0,16330,2,2,-0.0011268354156947103,4.890903658239699e-05,0.0,0.2986091616027662,0.3205598476495194,0.31100666077323447
