SecurityID,2019/2/28,2019/4/30,2019/6/30,2019/8/31,2019/10/31,2019/12/31
15325,Cluster 5,Cluster 18,Cluster 12,Cluster 16,Cluster 21,Cluster 12
15329,Cluster 5,Cluster 2,Cluster 2,Cluster 20,Cluster 5,Cluster 19
15335,Cluster 5,Cluster 11,Cluster 5,Cluster 16,Cluster 4,Cluster 5
15346,Cluster 5,Cluster 2,Cluster 2,Cluster 23,Cluster 4,Cluster 5
15347,Cluster 5,Cluster 2,Cluster 7,Cluster 17,Cluster 5,Cluster 8
15349,Cluster 5,Cluster 2,Cluster 6,Cluster 17,Cluster 21,Cluster 22
15352,Cluster 5,Cluster 12,Cluster 0,Cluster 20,Cluster 22,Cluster 22
15355,Cluster 5,Cluster 3,Cluster 4,Cluster 22,Cluster 2,Cluster 0
15382,Cluster 5,Cluster 13,Cluster 6,Cluster 16,Cluster 6,Cluster 7
15385,Cluster 5,Cluster 2,Cluster 7,Cluster 23,Cluster 5,Cluster 7
15388,Cluster 5,Cluster 13,Cluster 7,Cluster 20,Cluster 22,Cluster 5
15396,Cluster 5,Cluster 9,Cluster 17,Cluster 22,Cluster 22,Cluster 10
15397,Cluster 5,Cluster 5,Cluster 2,Cluster 6,Cluster 21,Cluster 12
15419,Cluster 5,Cluster 17,Cluster 23,Cluster 8,Cluster 20,Cluster 6
15453,Cluster 5,Cluster 15,Cluster 20,Cluster 3,Cluster 21,
15456,Cluster 5,Cluster 15,Cluster 15,Cluster 14,Cluster 4,Cluster 10
15458,Cluster 5,Cluster 9,Cluster 17,Cluster 8,Cluster 1,Cluster 14
15459,Cluster 5,Cluster 5,Cluster 17,Cluster 12,Cluster 22,Cluster 13
15497,Cluster 5,Cluster 10,Cluster 8,Cluster 20,Cluster 22,Cluster 1
15501,Cluster 5,Cluster 15,Cluster 5,Cluster 12,Cluster 20,Cluster 21
15506,Cluster 5,Cluster 14,Cluster 23,Cluster 14,,
15524,Cluster 5,Cluster 8,Cluster 1,Cluster 20,Cluster 1,Cluster 2
15527,Cluster 5,Cluster 22,Cluster 7,Cluster 23,Cluster 8,Cluster 15
15528,Cluster 5,Cluster 8,Cluster 2,Cluster 20,Cluster 2,Cluster 8
15531,Cluster 5,Cluster 22,Cluster 2,Cluster 1,Cluster 5,Cluster 19
15538,Cluster 5,Cluster 8,Cluster 19,Cluster 15,Cluster 5,Cluster 5
15548,Cluster 5,Cluster 6,Cluster 2,Cluster 8,Cluster 21,Cluster 15
15554,Cluster 5,Cluster 17,Cluster 13,Cluster 12,Cluster 5,Cluster 3
15558,Cluster 5,Cluster 22,Cluster 22,Cluster 19,Cluster 6,Cluster 8
15559,Cluster 5,Cluster 17,Cluster 12,Cluster 1,Cluster 22,Cluster 8
15561,Cluster 5,Cluster 7,Cluster 2,Cluster 6,Cluster 1,Cluster 3
15564,Cluster 5,Cluster 15,Cluster 21,Cluster 0,Cluster 11,Cluster 11
15568,Cluster 5,Cluster 17,Cluster 22,Cluster 19,Cluster 21,Cluster 5
15571,Cluster 5,Cluster 17,Cluster 22,Cluster 1,Cluster 21,Cluster 12
15573,Cluster 5,Cluster 22,Cluster 12,Cluster 18,Cluster 22,Cluster 22
15577,Cluster 5,Cluster 5,Cluster 2,Cluster 1,Cluster 22,Cluster 4
15582,Cluster 5,Cluster 10,Cluster 22,Cluster 3,Cluster 21,Cluster 7
15583,Cluster 5,Cluster 6,Cluster 22,Cluster 20,Cluster 7,Cluster 8
15585,Cluster 5,Cluster 10,Cluster 22,Cluster 3,Cluster 7,Cluster 7
15586,Cluster 5,Cluster 10,Cluster 2,Cluster 1,Cluster 21,Cluster 5
15591,Cluster 5,Cluster 23,Cluster 12,Cluster 15,Cluster 22,Cluster 3
15661,Cluster 5,Cluster 6,Cluster 6,Cluster 1,Cluster 8,Cluster 1
15984,Cluster 5,Cluster 11,Cluster 3,Cluster 22,Cluster 19,Cluster 15
15996,Cluster 5,Cluster 4,Cluster 16,Cluster 10,,
16002,Cluster 5,Cluster 14,Cluster 20,Cluster 13,Cluster 11,Cluster 4
16017,Cluster 5,Cluster 4,Cluster 18,Cluster 6,,
16137,Cluster 5,Cluster 15,Cluster 1,Cluster 14,Cluster 9,Cluster 20
16160,Cluster 5,Cluster 2,Cluster 13,Cluster 16,Cluster 23,Cluster 2
16183,Cluster 5,Cluster 10,Cluster 2,Cluster 14,Cluster 10,Cluster 20
16189,Cluster 5,Cluster 6,Cluster 7,Cluster 2,Cluster 2,Cluster 21
16205,Cluster 5,Cluster 10,Cluster 18,Cluster 23,Cluster 15,Cluster 21
16232,Cluster 5,Cluster 12,Cluster 7,Cluster 12,Cluster 15,Cluster 20
16249,Cluster 5,Cluster 6,Cluster 19,Cluster 6,Cluster 11,Cluster 13
16276,Cluster 5,Cluster 10,Cluster 7,Cluster 5,Cluster 23,Cluster 12
16325,Cluster 5,Cluster 6,Cluster 22,Cluster 20,,
16327,Cluster 5,Cluster 22,Cluster 1,Cluster 15,,
16329,Cluster 5,Cluster 18,Cluster 19,Cluster 5,Cluster 22,Cluster 10
16334,Cluster 5,Cluster 0,Cluster 8,Cluster 1,Cluster 21,Cluster 7
16338,Cluster 5,Cluster 8,Cluster 22,Cluster 17,Cluster 12,Cluster 5
16339,Cluster 5,Cluster 10,Cluster 7,Cluster 8,Cluster 5,Cluster 7
16341,Cluster 5,Cluster 0,Cluster 3,Cluster 21,Cluster 1,Cluster 21
16344,Cluster 5,Cluster 10,Cluster 2,Cluster 16,Cluster 5,Cluster 19
16347,Cluster 5,Cluster 13,Cluster 23,Cluster 12,Cluster 21,Cluster 20
16351,Cluster 5,Cluster 18,Cluster 12,Cluster 12,Cluster 22,Cluster 19
16357,Cluster 5,Cluster 8,Cluster 12,Cluster 16,Cluster 9,Cluster 7
16362,Cluster 5,Cluster 22,Cluster 23,Cluster 16,Cluster 5,Cluster 12
16364,Cluster 5,Cluster 18,Cluster 4,Cluster 23,Cluster 4,Cluster 14
16365,Cluster 5,Cluster 21,Cluster 6,Cluster 6,Cluster 18,Cluster 15
16368,Cluster 5,Cluster 14,Cluster 22,Cluster 20,Cluster 9,Cluster 3
16376,Cluster 5,Cluster 9,Cluster 8,Cluster 20,Cluster 1,Cluster 15
16633,Cluster 5,Cluster 17,Cluster 13,Cluster 0,Cluster 14,Cluster 15
17169,Cluster 5,Cluster 21,Cluster 5,Cluster 12,Cluster 5,Cluster 5
17173,Cluster 5,Cluster 7,Cluster 11,Cluster 16,Cluster 7,Cluster 20
17195,Cluster 5,Cluster 23,Cluster 5,Cluster 2,Cluster 22,Cluster 8
18048,Cluster 5,Cluster 22,Cluster 20,Cluster 21,Cluster 10,Cluster 5
18556,Cluster 5,Cluster 6,Cluster 17,Cluster 7,Cluster 17,Cluster 1
18758,Cluster 5,Cluster 4,Cluster 18,Cluster 13,,
18808,Cluster 5,Cluster 23,Cluster 18,Cluster 11,Cluster 6,Cluster 15
18826,Cluster 5,Cluster 8,Cluster 15,Cluster 4,Cluster 14,Cluster 7
18838,Cluster 5,Cluster 9,Cluster 15,Cluster 16,Cluster 10,Cluster 18
18839,Cluster 5,Cluster 22,Cluster 1,Cluster 3,Cluster 16,Cluster 4
18856,Cluster 5,Cluster 14,Cluster 20,Cluster 13,Cluster 3,Cluster 20
18870,Cluster 5,Cluster 1,Cluster 20,Cluster 4,Cluster 18,Cluster 2
18879,Cluster 5,Cluster 19,Cluster 20,Cluster 4,Cluster 8,Cluster 18
18882,Cluster 5,Cluster 15,Cluster 16,Cluster 4,Cluster 18,Cluster 15
18883,Cluster 5,Cluster 9,Cluster 14,Cluster 8,Cluster 14,Cluster 14
18913,Cluster 5,Cluster 7,Cluster 0,Cluster 17,Cluster 17,Cluster 15
18999,Cluster 5,Cluster 15,Cluster 3,Cluster 6,Cluster 22,Cluster 21
19041,Cluster 5,Cluster 18,Cluster 9,Cluster 8,Cluster 9,Cluster 11
19086,Cluster 5,Cluster 23,Cluster 12,Cluster 9,Cluster 13,Cluster 17
19105,Cluster 5,Cluster 2,Cluster 23,Cluster 15,Cluster 5,Cluster 18
19122,Cluster 5,Cluster 17,Cluster 1,Cluster 1,Cluster 22,Cluster 12
19132,Cluster 5,Cluster 22,Cluster 22,Cluster 20,Cluster 5,Cluster 1
19140,Cluster 5,Cluster 17,Cluster 22,Cluster 15,Cluster 9,Cluster 5
19142,Cluster 5,Cluster 1,Cluster 12,Cluster 16,Cluster 5,Cluster 19
19153,Cluster 5,Cluster 5,Cluster 4,Cluster 22,Cluster 4,Cluster 5
19156,Cluster 5,Cluster 5,Cluster 1,Cluster 23,Cluster 9,Cluster 3
19172,Cluster 5,Cluster 11,Cluster 2,Cluster 20,Cluster 3,Cluster 6
19180,Cluster 5,Cluster 5,Cluster 23,Cluster 1,Cluster 9,Cluster 5
19182,Cluster 5,Cluster 5,Cluster 23,Cluster 15,Cluster 0,Cluster 12
19202,Cluster 5,Cluster 22,Cluster 8,Cluster 20,Cluster 4,Cluster 12
19235,Cluster 5,Cluster 8,Cluster 15,Cluster 11,Cluster 18,Cluster 18
19240,Cluster 5,Cluster 23,Cluster 1,Cluster 7,Cluster 23,Cluster 22
19241,Cluster 5,Cluster 22,Cluster 7,Cluster 3,Cluster 6,Cluster 15
19250,Cluster 5,Cluster 1,Cluster 0,Cluster 14,Cluster 18,Cluster 14
19271,Cluster 5,Cluster 5,Cluster 1,Cluster 11,Cluster 7,Cluster 20
19281,Cluster 5,Cluster 7,Cluster 12,Cluster 19,Cluster 8,Cluster 22
19324,Cluster 5,Cluster 22,Cluster 6,Cluster 1,Cluster 19,Cluster 11
19430,Cluster 5,Cluster 14,Cluster 18,Cluster 10,Cluster 0,Cluster 8
19437,Cluster 5,Cluster 0,Cluster 21,Cluster 7,Cluster 14,Cluster 0
19544,Cluster 5,Cluster 19,Cluster 6,Cluster 6,Cluster 12,Cluster 2
19620,Cluster 5,Cluster 17,Cluster 2,Cluster 23,Cluster 22,Cluster 6
19909,Cluster 5,Cluster 5,Cluster 21,Cluster 4,Cluster 17,Cluster 4
19934,Cluster 5,Cluster 6,Cluster 7,Cluster 17,Cluster 1,Cluster 19
19974,Cluster 5,Cluster 5,Cluster 12,Cluster 13,Cluster 12,Cluster 8
19988,Cluster 5,Cluster 23,Cluster 21,Cluster 0,Cluster 19,Cluster 3
20058,Cluster 5,Cluster 23,Cluster 7,Cluster 11,Cluster 7,Cluster 20
20072,Cluster 5,Cluster 1,Cluster 4,Cluster 0,Cluster 3,Cluster 14
20082,Cluster 5,Cluster 10,Cluster 6,Cluster 6,Cluster 15,Cluster 12
20155,Cluster 5,Cluster 22,Cluster 1,Cluster 19,Cluster 21,Cluster 22
20179,Cluster 5,Cluster 7,Cluster 22,Cluster 20,Cluster 8,Cluster 5
20185,Cluster 5,Cluster 8,Cluster 7,Cluster 20,Cluster 20,Cluster 15
20193,Cluster 5,Cluster 6,Cluster 6,Cluster 17,Cluster 10,Cluster 13
20202,Cluster 5,Cluster 19,Cluster 23,Cluster 16,Cluster 4,Cluster 3
20214,Cluster 5,Cluster 10,Cluster 7,Cluster 15,Cluster 9,Cluster 5
20218,Cluster 5,Cluster 10,Cluster 2,Cluster 1,Cluster 21,Cluster 21
20221,Cluster 5,Cluster 17,Cluster 4,Cluster 23,Cluster 21,Cluster 14
20224,Cluster 5,Cluster 21,Cluster 2,Cluster 12,Cluster 5,Cluster 21
20225,Cluster 5,Cluster 17,Cluster 23,Cluster 20,Cluster 22,Cluster 3
20226,Cluster 5,Cluster 10,Cluster 12,Cluster 15,Cluster 7,Cluster 12
20230,Cluster 5,Cluster 17,Cluster 6,Cluster 15,Cluster 21,Cluster 12
20239,Cluster 5,Cluster 7,Cluster 13,Cluster 20,Cluster 23,Cluster 6
20240,Cluster 5,Cluster 10,Cluster 22,Cluster 3,Cluster 1,Cluster 19
20249,Cluster 5,Cluster 7,Cluster 13,Cluster 12,Cluster 5,Cluster 3
20256,Cluster 5,Cluster 1,Cluster 9,Cluster 0,Cluster 9,Cluster 22
20340,Cluster 5,Cluster 17,Cluster 21,Cluster 14,Cluster 5,Cluster 8
20427,Cluster 5,Cluster 12,Cluster 19,Cluster 10,Cluster 11,Cluster 3
20450,Cluster 5,Cluster 18,Cluster 12,Cluster 22,Cluster 0,Cluster 17
20476,Cluster 5,Cluster 22,Cluster 3,Cluster 14,Cluster 2,Cluster 9
20478,Cluster 5,Cluster 22,Cluster 22,Cluster 14,Cluster 9,Cluster 15
20607,Cluster 5,Cluster 14,Cluster 7,Cluster 6,Cluster 7,Cluster 12
20771,Cluster 5,Cluster 5,Cluster 23,Cluster 16,Cluster 22,Cluster 19
20812,Cluster 5,Cluster 9,Cluster 15,Cluster 5,Cluster 2,Cluster 7
20839,Cluster 5,Cluster 8,Cluster 21,Cluster 1,Cluster 20,Cluster 19
20971,Cluster 5,Cluster 23,Cluster 21,Cluster 19,Cluster 8,Cluster 19
20972,Cluster 5,Cluster 5,Cluster 7,Cluster 12,Cluster 18,Cluster 19
21004,Cluster 5,Cluster 9,Cluster 14,Cluster 12,Cluster 23,Cluster 8
21302,Cluster 5,Cluster 21,Cluster 11,Cluster 0,Cluster 7,Cluster 9
21375,Cluster 5,Cluster 19,Cluster 6,Cluster 13,Cluster 7,Cluster 1
21381,Cluster 5,Cluster 19,Cluster 16,Cluster 22,Cluster 18,Cluster 19
21395,Cluster 5,Cluster 16,Cluster 14,Cluster 17,Cluster 13,Cluster 15
21407,Cluster 5,Cluster 12,Cluster 1,Cluster 1,Cluster 2,Cluster 7
21426,Cluster 5,Cluster 5,Cluster 4,Cluster 19,Cluster 5,Cluster 10
21429,Cluster 5,Cluster 17,Cluster 22,Cluster 20,Cluster 20,Cluster 12
21437,Cluster 5,Cluster 22,Cluster 7,Cluster 3,Cluster 21,Cluster 3
21441,Cluster 5,Cluster 23,Cluster 1,Cluster 8,Cluster 2,Cluster 21
21454,Cluster 5,Cluster 5,Cluster 22,Cluster 1,Cluster 15,Cluster 8
21455,Cluster 5,Cluster 15,Cluster 13,Cluster 20,Cluster 2,Cluster 2
21458,Cluster 5,Cluster 6,Cluster 1,Cluster 17,Cluster 19,Cluster 9
21461,Cluster 5,Cluster 3,Cluster 1,Cluster 17,Cluster 8,Cluster 3
21462,Cluster 5,Cluster 23,Cluster 19,Cluster 16,Cluster 15,Cluster 9
21468,Cluster 5,Cluster 23,Cluster 23,Cluster 20,Cluster 4,Cluster 12
21470,Cluster 5,Cluster 3,Cluster 22,Cluster 6,Cluster 22,Cluster 17
21476,Cluster 5,Cluster 13,Cluster 7,Cluster 21,Cluster 21,Cluster 3
21523,Cluster 5,Cluster 15,Cluster 6,Cluster 18,Cluster 18,Cluster 2
21581,Cluster 5,Cluster 22,Cluster 3,Cluster 22,Cluster 2,Cluster 18
21584,Cluster 5,Cluster 0,Cluster 3,Cluster 2,Cluster 12,Cluster 18
21651,Cluster 5,Cluster 2,Cluster 3,Cluster 3,Cluster 7,Cluster 18
21659,Cluster 5,Cluster 16,Cluster 4,Cluster 8,Cluster 4,Cluster 22
21729,Cluster 5,Cluster 7,Cluster 5,Cluster 3,Cluster 21,Cluster 5
22163,Cluster 5,Cluster 11,Cluster 8,Cluster 8,Cluster 5,Cluster 0
22174,Cluster 5,Cluster 4,Cluster 8,Cluster 12,Cluster 9,Cluster 19
22360,Cluster 5,Cluster 1,Cluster 17,Cluster 8,Cluster 21,Cluster 3
22964,Cluster 5,Cluster 22,Cluster 5,Cluster 21,Cluster 10,Cluster 11
23178,Cluster 5,Cluster 14,Cluster 3,Cluster 6,Cluster 8,Cluster 9
23363,Cluster 5,Cluster 10,Cluster 7,Cluster 5,Cluster 5,Cluster 21
23422,Cluster 5,Cluster 11,Cluster 8,Cluster 20,Cluster 15,Cluster 21
23496,Cluster 5,Cluster 12,Cluster 10,Cluster 21,Cluster 4,Cluster 14
23597,Cluster 5,Cluster 2,Cluster 23,Cluster 1,Cluster 8,Cluster 9
23634,Cluster 5,Cluster 22,Cluster 9,Cluster 1,Cluster 20,Cluster 15
23690,Cluster 5,Cluster 17,Cluster 4,Cluster 6,Cluster 11,Cluster 12
23713,Cluster 5,Cluster 15,Cluster 23,Cluster 1,Cluster 22,Cluster 5
24661,Cluster 5,Cluster 14,Cluster 11,Cluster 10,Cluster 9,Cluster 3
25001,Cluster 5,Cluster 17,Cluster 19,Cluster 10,Cluster 5,Cluster 21
25006,Cluster 5,Cluster 10,Cluster 12,Cluster 18,Cluster 20,Cluster 7
26176,Cluster 5,Cluster 8,Cluster 7,Cluster 16,Cluster 1,Cluster 19
27335,Cluster 5,Cluster 2,Cluster 7,Cluster 12,Cluster 23,Cluster 2
27738,Cluster 5,Cluster 2,Cluster 2,Cluster 16,Cluster 15,Cluster 12
27900,Cluster 5,Cluster 9,Cluster 2,Cluster 5,Cluster 9,Cluster 21
27975,Cluster 5,Cluster 5,Cluster 17,Cluster 15,Cluster 15,Cluster 4
28150,Cluster 5,Cluster 10,Cluster 5,Cluster 18,Cluster 9,Cluster 12
28239,Cluster 5,Cluster 23,Cluster 5,Cluster 15,Cluster 9,Cluster 12
28277,Cluster 5,Cluster 20,Cluster 23,Cluster 9,Cluster 18,Cluster 16
29799,Cluster 5,Cluster 5,Cluster 7,Cluster 8,Cluster 2,Cluster 3
29831,Cluster 5,Cluster 6,Cluster 8,Cluster 6,Cluster 19,Cluster 1
29839,Cluster 5,Cluster 19,Cluster 12,Cluster 4,Cluster 13,Cluster 4
29896,Cluster 5,Cluster 2,Cluster 12,Cluster 12,Cluster 4,Cluster 22
30029,Cluster 5,Cluster 11,Cluster 7,Cluster 0,Cluster 6,Cluster 21
30692,Cluster 5,Cluster 21,Cluster 7,Cluster 3,Cluster 8,Cluster 2
30708,Cluster 5,Cluster 14,Cluster 6,Cluster 8,Cluster 2,Cluster 1
31322,Cluster 5,Cluster 4,Cluster 19,Cluster 22,Cluster 0,Cluster 11
31421,Cluster 5,Cluster 4,Cluster 13,Cluster 11,,
31530,Cluster 5,Cluster 8,Cluster 12,Cluster 13,Cluster 5,Cluster 15
31959,Cluster 5,Cluster 20,Cluster 19,Cluster 15,Cluster 16,Cluster 21
32432,Cluster 5,Cluster 8,Cluster 7,Cluster 16,Cluster 16,Cluster 5
32510,Cluster 5,Cluster 8,Cluster 0,Cluster 7,Cluster 0,
32543,Cluster 5,Cluster 9,Cluster 5,Cluster 12,Cluster 1,Cluster 6
32634,Cluster 5,Cluster 12,Cluster 14,Cluster 12,Cluster 21,Cluster 4
32649,Cluster 5,Cluster 22,Cluster 6,Cluster 1,Cluster 9,Cluster 5
32690,Cluster 5,Cluster 23,Cluster 2,Cluster 20,Cluster 18,Cluster 14
32867,Cluster 5,Cluster 22,Cluster 20,Cluster 11,Cluster 8,Cluster 12
32892,Cluster 5,Cluster 23,Cluster 5,Cluster 6,Cluster 2,Cluster 20
32894,Cluster 5,Cluster 7,Cluster 6,Cluster 5,Cluster 7,Cluster 20
32919,Cluster 5,Cluster 17,Cluster 2,Cluster 14,Cluster 11,Cluster 5
32944,Cluster 5,Cluster 2,Cluster 7,Cluster 18,Cluster 8,Cluster 5
32945,Cluster 5,Cluster 14,Cluster 2,Cluster 18,Cluster 3,Cluster 7
32997,Cluster 5,Cluster 22,Cluster 1,Cluster 6,Cluster 15,Cluster 20
33067,Cluster 5,Cluster 10,Cluster 3,Cluster 4,Cluster 9,Cluster 18
33166,Cluster 5,Cluster 22,Cluster 19,Cluster 14,Cluster 9,Cluster 21
33242,Cluster 5,Cluster 5,Cluster 1,Cluster 23,Cluster 9,Cluster 21
33262,Cluster 5,Cluster 8,Cluster 1,Cluster 21,Cluster 5,Cluster 6
33271,Cluster 5,Cluster 12,Cluster 0,Cluster 14,Cluster 22,Cluster 21
33331,Cluster 5,Cluster 22,Cluster 7,Cluster 16,Cluster 6,Cluster 6
33404,Cluster 5,Cluster 22,Cluster 6,Cluster 16,Cluster 8,Cluster 10
33441,Cluster 5,Cluster 19,Cluster 13,Cluster 14,Cluster 23,Cluster 2
33446,Cluster 5,Cluster 2,Cluster 1,Cluster 15,Cluster 5,Cluster 2
33476,Cluster 5,Cluster 11,Cluster 23,Cluster 17,Cluster 22,
33584,Cluster 5,Cluster 5,Cluster 7,Cluster 19,Cluster 1,Cluster 0
33593,Cluster 5,Cluster 11,Cluster 19,Cluster 7,Cluster 15,Cluster 20
33599,Cluster 5,Cluster 21,Cluster 15,Cluster 2,Cluster 8,Cluster 15
33643,Cluster 5,Cluster 13,Cluster 22,Cluster 21,Cluster 17,Cluster 9
33672,Cluster 5,Cluster 20,Cluster 15,Cluster 14,Cluster 18,Cluster 2
33703,Cluster 5,Cluster 17,Cluster 13,,,
33705,Cluster 5,Cluster 23,Cluster 22,,,Cluster 16
33742,Cluster 5,Cluster 12,Cluster 6,Cluster 8,Cluster 22,Cluster 20
33851,Cluster 5,Cluster 6,Cluster 18,Cluster 23,Cluster 18,Cluster 9
33865,Cluster 5,Cluster 7,Cluster 12,Cluster 8,Cluster 1,Cluster 10
33875,Cluster 5,Cluster 9,Cluster 13,Cluster 2,Cluster 2,Cluster 19
33887,Cluster 5,Cluster 9,Cluster 11,Cluster 17,Cluster 0,Cluster 15
34002,Cluster 5,Cluster 19,Cluster 0,Cluster 10,Cluster 1,Cluster 22
34027,Cluster 5,Cluster 2,Cluster 11,Cluster 23,Cluster 1,Cluster 8
34031,Cluster 5,Cluster 12,Cluster 7,Cluster 17,Cluster 1,Cluster 12
34290,Cluster 5,Cluster 4,Cluster 19,Cluster 14,Cluster 9,Cluster 14
34303,Cluster 5,Cluster 7,Cluster 17,Cluster 14,Cluster 16,Cluster 6
34462,Cluster 5,Cluster 16,Cluster 7,Cluster 3,Cluster 16,Cluster 21
34532,Cluster 5,Cluster 19,Cluster 23,Cluster 20,Cluster 6,Cluster 15
34768,Cluster 5,Cluster 14,Cluster 23,Cluster 2,Cluster 23,Cluster 10
34833,Cluster 5,Cluster 4,Cluster 19,Cluster 22,Cluster 22,Cluster 6
34835,Cluster 5,Cluster 4,Cluster 23,Cluster 14,Cluster 21,Cluster 9
34849,Cluster 5,Cluster 4,Cluster 19,Cluster 22,Cluster 9,Cluster 10
34853,Cluster 5,Cluster 4,Cluster 19,Cluster 14,Cluster 5,Cluster 14
34855,Cluster 5,Cluster 21,Cluster 23,Cluster 11,Cluster 21,Cluster 13
35087,Cluster 5,Cluster 21,Cluster 5,Cluster 5,Cluster 3,Cluster 5
35093,Cluster 5,Cluster 21,Cluster 4,Cluster 20,Cluster 8,Cluster 12
35130,Cluster 5,Cluster 10,Cluster 6,Cluster 3,Cluster 5,Cluster 5
35133,Cluster 5,Cluster 10,Cluster 22,Cluster 1,Cluster 22,Cluster 8
35136,Cluster 5,Cluster 17,Cluster 2,Cluster 23,Cluster 9,Cluster 8
35155,Cluster 5,Cluster 22,Cluster 7,Cluster 15,Cluster 21,Cluster 21
35177,Cluster 5,Cluster 3,Cluster 1,Cluster 20,Cluster 8,Cluster 19
35565,Cluster 5,Cluster 19,Cluster 1,Cluster 7,Cluster 1,Cluster 22
35584,Cluster 5,Cluster 14,Cluster 19,Cluster 20,Cluster 3,Cluster 20
35649,Cluster 5,Cluster 2,Cluster 0,Cluster 20,Cluster 8,Cluster 20
35661,Cluster 5,Cluster 4,Cluster 13,Cluster 11,Cluster 21,Cluster 13
35675,Cluster 5,Cluster 0,Cluster 19,Cluster 10,Cluster 10,Cluster 22
35695,Cluster 5,Cluster 19,Cluster 1,Cluster 16,Cluster 1,Cluster 23
35951,Cluster 5,Cluster 19,Cluster 1,Cluster 8,Cluster 12,Cluster 8
36294,Cluster 5,Cluster 1,Cluster 21,Cluster 18,Cluster 14,Cluster 13
36356,Cluster 5,Cluster 7,Cluster 17,Cluster 8,Cluster 3,Cluster 15
36381,Cluster 5,Cluster 1,Cluster 11,Cluster 17,Cluster 3,Cluster 1
36911,Cluster 5,Cluster 4,Cluster 23,Cluster 11,,
37158,Cluster 5,Cluster 14,Cluster 2,Cluster 11,Cluster 10,
37215,Cluster 5,Cluster 22,Cluster 14,Cluster 20,Cluster 6,Cluster 23
