,SecurityID,2019-02-28,2019-04-30,2019-06-30,2019-08-31,2019-10-31,2019-12-31
2341,9489.0,Cluster 10,Cluster 2,Cluster 9,Cluster 28,Cluster 58,Cluster 60
2342,9716.0,Cluster 10,Cluster 29,Cluster 9,Cluster 58,Cluster 50,Cluster 1
2343,10111.0,Cluster 10,Cluster 97,Cluster 26,Cluster 58,Cluster 1,Cluster 2
2344,11304.0,Cluster 10,Cluster 97,Cluster 49,Cluster 14,Cluster 4,Cluster 1
2345,11685.0,Cluster 10,,Cluster 9,Cluster 29,Cluster 21,Cluster 90
2346,11746.0,Cluster 10,Cluster 29,Cluster 15,Cluster 14,Cluster 58,Cluster 15
2347,12191.0,Cluster 10,Cluster 37,Cluster 22,,,
2348,12341.0,Cluster 10,Cluster 17,Cluster 28,Cluster 28,Cluster 110,
2349,12559.0,Cluster 10,Cluster 2,Cluster 9,Cluster 28,Cluster 110,Cluster 21
2350,12859.0,Cluster 10,Cluster 2,Cluster 11,,,
2351,13221.0,Cluster 10,Cluster 29,Cluster 15,Cluster 29,Cluster 9,Cluster 34
2352,13559.0,Cluster 10,Cluster 97,Cluster 11,Cluster 14,Cluster 58,Cluster 0
2353,14555.0,Cluster 10,Cluster 111,Cluster 15,Cluster 28,Cluster 8,Cluster 12
2354,14851.0,Cluster 10,Cluster 29,Cluster 9,Cluster 29,Cluster 50,Cluster 12
2355,15179.0,Cluster 10,Cluster 1,Cluster 15,Cluster 58,Cluster 1,Cluster 0
2356,15387.0,Cluster 10,Cluster 29,Cluster 15,Cluster 14,Cluster 1,Cluster 15
2357,15399.0,Cluster 10,Cluster 1,Cluster 13,Cluster 14,Cluster 58,Cluster 15
2358,15433.0,Cluster 10,Cluster 29,Cluster 22,Cluster 28,Cluster 80,Cluster 0
2359,15451.0,Cluster 10,Cluster 2,Cluster 9,Cluster 29,Cluster 58,Cluster 12
2360,16139.0,Cluster 10,Cluster 29,Cluster 15,Cluster 58,Cluster 58,Cluster 34
2361,16170.0,Cluster 10,Cluster 29,Cluster 9,Cluster 29,Cluster 9,Cluster 0
2362,16175.0,Cluster 10,Cluster 54,Cluster 9,Cluster 29,Cluster 58,Cluster 12
2363,16251.0,Cluster 10,Cluster 29,Cluster 9,Cluster 58,Cluster 7,Cluster 12
2364,16636.0,Cluster 10,Cluster 97,Cluster 15,Cluster 58,Cluster 8,Cluster 12
2365,17177.0,Cluster 10,Cluster 97,Cluster 3,Cluster 14,Cluster 45,Cluster 15
2366,18009.0,Cluster 10,Cluster 2,Cluster 15,Cluster 24,Cluster 58,Cluster 44
2367,18809.0,Cluster 10,Cluster 29,Cluster 5,Cluster 12,Cluster 50,Cluster 0
2368,18913.0,Cluster 10,Cluster 8,Cluster 13,Cluster 28,Cluster 7,Cluster 34
2369,19142.0,Cluster 10,Cluster 29,Cluster 9,Cluster 28,Cluster 50,Cluster 34
2370,19948.0,Cluster 10,Cluster 1,Cluster 9,Cluster 14,Cluster 8,Cluster 34
2371,20021.0,Cluster 10,Cluster 29,Cluster 9,Cluster 58,Cluster 8,Cluster 15
2372,20074.0,Cluster 10,Cluster 97,Cluster 28,Cluster 58,Cluster 4,Cluster 15
2373,20189.0,Cluster 10,Cluster 1,Cluster 15,Cluster 14,Cluster 6,Cluster 28
2374,20209.0,Cluster 10,Cluster 97,Cluster 1,Cluster 29,Cluster 58,Cluster 34
2375,20288.0,Cluster 10,Cluster 97,Cluster 9,Cluster 14,Cluster 58,Cluster 12
2376,20334.0,Cluster 10,Cluster 2,Cluster 15,Cluster 58,Cluster 9,Cluster 12
2377,20449.0,Cluster 10,Cluster 2,Cluster 9,Cluster 29,Cluster 9,Cluster 15
2378,20504.0,Cluster 10,Cluster 37,Cluster 15,Cluster 14,Cluster 58,Cluster 34
2379,20553.0,Cluster 10,Cluster 109,Cluster 9,Cluster 14,Cluster 8,Cluster 34
2380,21417.0,Cluster 10,Cluster 29,Cluster 9,Cluster 14,Cluster 50,Cluster 34
2381,21579.0,Cluster 10,Cluster 97,Cluster 116,Cluster 58,Cluster 37,Cluster 12
2382,21610.0,Cluster 10,Cluster 97,Cluster 15,Cluster 28,Cluster 8,Cluster 34
2383,22928.0,Cluster 10,Cluster 97,Cluster 1,Cluster 59,Cluster 50,Cluster 12
2384,23047.0,Cluster 10,Cluster 29,Cluster 28,Cluster 58,Cluster 58,Cluster 21
2385,23496.0,Cluster 10,Cluster 29,Cluster 25,Cluster 118,Cluster 9,Cluster 12
2386,23586.0,Cluster 10,Cluster 2,Cluster 9,Cluster 14,Cluster 38,Cluster 15
2387,24665.0,Cluster 10,Cluster 29,Cluster 15,Cluster 0,Cluster 58,Cluster 12
2388,27676.0,Cluster 10,Cluster 97,Cluster 23,Cluster 59,Cluster 70,Cluster 12
2389,29048.0,Cluster 10,Cluster 29,Cluster 15,Cluster 29,Cluster 24,Cluster 13
2390,29798.0,Cluster 10,Cluster 38,Cluster 0,Cluster 58,Cluster 8,Cluster 12
2391,29823.0,Cluster 10,Cluster 21,Cluster 11,Cluster 29,Cluster 76,Cluster 34
2392,29882.0,Cluster 10,Cluster 2,Cluster 11,Cluster 59,Cluster 8,Cluster 34
2393,31200.0,Cluster 10,Cluster 2,Cluster 25,Cluster 14,Cluster 8,Cluster 15
2394,31222.0,Cluster 10,Cluster 29,Cluster 15,Cluster 29,Cluster 8,Cluster 12
2395,31353.0,Cluster 10,Cluster 97,Cluster 15,Cluster 29,Cluster 8,Cluster 12
2396,32208.0,Cluster 10,Cluster 2,Cluster 26,Cluster 28,,
2397,32426.0,Cluster 10,Cluster 2,Cluster 19,Cluster 61,,
2398,32808.0,Cluster 10,Cluster 29,Cluster 9,Cluster 29,Cluster 9,Cluster 15
2399,32999.0,Cluster 10,Cluster 29,Cluster 9,Cluster 14,Cluster 50,Cluster 15
2400,33096.0,Cluster 10,Cluster 5,Cluster 14,Cluster 14,Cluster 8,Cluster 31
2401,33158.0,Cluster 10,Cluster 97,Cluster 44,Cluster 58,Cluster 34,Cluster 12
2402,33323.0,Cluster 10,Cluster 9,Cluster 15,Cluster 29,Cluster 17,Cluster 21
2403,34417.0,Cluster 10,Cluster 1,Cluster 5,Cluster 29,Cluster 8,Cluster 1
2404,34734.0,Cluster 10,Cluster 121,Cluster 9,Cluster 29,Cluster 9,Cluster 12
2405,34867.0,Cluster 10,Cluster 97,Cluster 15,Cluster 64,Cluster 8,Cluster 0
2406,35002.0,Cluster 10,Cluster 2,Cluster 49,Cluster 14,Cluster 9,Cluster 27
2407,35223.0,Cluster 10,Cluster 37,Cluster 15,Cluster 64,Cluster 17,Cluster 20
2408,35261.0,Cluster 10,Cluster 97,Cluster 9,Cluster 58,Cluster 28,Cluster 15
2409,35906.0,Cluster 10,Cluster 97,Cluster 15,Cluster 59,Cluster 8,Cluster 34
2410,39841.0,Cluster 10,Cluster 2,Cluster 15,Cluster 109,Cluster 4,Cluster 31
2411,40001.0,Cluster 10,Cluster 12,Cluster 15,Cluster 5,Cluster 9,Cluster 31
2412,40124.0,Cluster 10,Cluster 52,Cluster 3,Cluster 65,Cluster 8,Cluster 12
2413,40218.0,Cluster 10,Cluster 8,Cluster 9,Cluster 14,Cluster 58,Cluster 34
2414,41110.0,Cluster 10,Cluster 1,Cluster 9,Cluster 84,Cluster 8,Cluster 12
2415,41980.0,Cluster 10,Cluster 97,Cluster 9,Cluster 58,Cluster 58,Cluster 1
2416,42049.0,Cluster 10,Cluster 21,Cluster 9,Cluster 28,Cluster 115,Cluster 12
2417,42422.0,Cluster 10,Cluster 11,Cluster 9,Cluster 29,Cluster 50,Cluster 15
2418,42427.0,Cluster 10,Cluster 1,Cluster 9,Cluster 25,Cluster 106,Cluster 10
2419,42938.0,Cluster 10,Cluster 2,Cluster 15,Cluster 62,,
2420,42948.0,Cluster 10,Cluster 97,Cluster 9,Cluster 29,Cluster 8,Cluster 12
2421,43546.0,Cluster 10,Cluster 1,Cluster 9,Cluster 28,Cluster 28,Cluster 34
2422,43881.0,Cluster 10,Cluster 29,Cluster 9,Cluster 29,Cluster 58,Cluster 27
2423,44081.0,Cluster 10,Cluster 37,Cluster 22,Cluster 58,Cluster 9,Cluster 12
2424,44402.0,Cluster 10,Cluster 29,Cluster 1,Cluster 29,Cluster 58,Cluster 15
2425,46115.0,Cluster 10,Cluster 29,Cluster 15,Cluster 29,Cluster 8,Cluster 1
2426,46490.0,Cluster 10,Cluster 97,Cluster 9,Cluster 28,Cluster 8,Cluster 15
2427,47534.0,Cluster 10,Cluster 62,Cluster 35,Cluster 58,,
2428,48118.0,Cluster 10,Cluster 97,,,,Cluster 21
2429,48365.0,Cluster 10,Cluster 29,Cluster 15,Cluster 7,Cluster 4,Cluster 12
2430,48405.0,Cluster 10,Cluster 29,Cluster 9,Cluster 29,Cluster 58,Cluster 12
2431,48498.0,Cluster 10,Cluster 29,Cluster 15,Cluster 29,Cluster 58,Cluster 12
2432,48552.0,Cluster 10,Cluster 97,Cluster 50,Cluster 14,Cluster 10,Cluster 34
2433,48697.0,Cluster 10,Cluster 8,Cluster 9,Cluster 12,Cluster 4,Cluster 15
2434,48824.0,Cluster 10,Cluster 29,Cluster 11,Cluster 59,Cluster 18,Cluster 15
2435,49324.0,Cluster 10,Cluster 97,Cluster 9,Cluster 58,Cluster 34,Cluster 12
2436,49687.0,Cluster 10,Cluster 21,Cluster 15,Cluster 29,Cluster 1,Cluster 21
2437,49705.0,Cluster 10,Cluster 2,,Cluster 84,Cluster 8,Cluster 1
2438,50492.0,Cluster 10,Cluster 37,Cluster 9,Cluster 59,Cluster 56,
2439,50667.0,Cluster 10,Cluster 97,Cluster 14,Cluster 14,Cluster 9,Cluster 12
2440,50815.0,Cluster 10,Cluster 1,Cluster 15,Cluster 14,Cluster 8,Cluster 0
2441,51504.0,Cluster 10,Cluster 97,Cluster 3,Cluster 58,Cluster 58,Cluster 15
2442,51517.0,Cluster 10,Cluster 97,Cluster 23,Cluster 118,Cluster 10,Cluster 0
2443,51705.0,Cluster 10,Cluster 38,Cluster 9,Cluster 14,Cluster 15,Cluster 15
2444,51824.0,Cluster 10,Cluster 1,Cluster 28,Cluster 0,Cluster 7,Cluster 10
2445,51836.0,Cluster 10,Cluster 97,Cluster 9,Cluster 28,Cluster 24,Cluster 34
2446,52258.0,Cluster 10,Cluster 2,Cluster 14,Cluster 2,Cluster 9,Cluster 12
2447,52404.0,Cluster 10,Cluster 97,Cluster 41,Cluster 58,Cluster 8,Cluster 12
2448,53010.0,Cluster 10,Cluster 40,Cluster 9,Cluster 28,Cluster 115,Cluster 12
2449,53583.0,Cluster 10,Cluster 97,Cluster 9,Cluster 58,Cluster 58,Cluster 34
2450,1981.0,Cluster 11,Cluster 29,Cluster 15,Cluster 118,Cluster 58,Cluster 34
2451,2274.0,Cluster 11,Cluster 2,Cluster 9,Cluster 58,Cluster 9,Cluster 12
2452,3321.0,Cluster 11,Cluster 8,Cluster 9,Cluster 29,Cluster 9,Cluster 12
2453,4609.0,Cluster 11,Cluster 29,Cluster 9,Cluster 28,Cluster 50,Cluster 34
2454,9228.0,Cluster 11,Cluster 121,Cluster 11,Cluster 14,Cluster 6,
2455,9483.0,Cluster 11,Cluster 97,Cluster 25,Cluster 58,Cluster 28,Cluster 11
2456,9862.0,Cluster 11,Cluster 1,Cluster 0,Cluster 28,Cluster 58,Cluster 12
2457,11720.0,Cluster 11,Cluster 20,Cluster 28,Cluster 66,,
2458,13534.0,Cluster 11,Cluster 97,Cluster 23,Cluster 29,Cluster 8,Cluster 12
2459,15780.0,Cluster 11,Cluster 97,Cluster 15,Cluster 14,Cluster 1,Cluster 15
2460,17140.0,Cluster 11,Cluster 1,Cluster 23,Cluster 28,Cluster 4,Cluster 34
2461,17483.0,Cluster 11,Cluster 2,Cluster 9,Cluster 59,Cluster 8,Cluster 0
2462,18645.0,Cluster 11,Cluster 97,Cluster 9,Cluster 28,Cluster 58,Cluster 12
2463,18647.0,Cluster 11,Cluster 38,Cluster 3,Cluster 28,Cluster 8,Cluster 15
2464,23055.0,Cluster 11,Cluster 29,Cluster 9,Cluster 7,Cluster 50,Cluster 12
2465,29855.0,Cluster 11,Cluster 121,Cluster 9,Cluster 14,Cluster 6,Cluster 34
2466,30320.0,Cluster 11,Cluster 97,Cluster 15,Cluster 28,Cluster 8,Cluster 15
2467,32381.0,Cluster 11,Cluster 2,Cluster 9,Cluster 29,Cluster 6,Cluster 25
2468,32594.0,Cluster 11,Cluster 1,Cluster 17,Cluster 29,Cluster 57,
2469,32625.0,Cluster 11,Cluster 97,Cluster 2,,Cluster 53,Cluster 12
2470,32716.0,Cluster 11,Cluster 29,Cluster 15,Cluster 28,Cluster 8,Cluster 12
2471,32735.0,Cluster 11,Cluster 2,Cluster 9,Cluster 58,Cluster 40,Cluster 12
2472,32802.0,Cluster 11,Cluster 49,Cluster 0,Cluster 59,Cluster 1,Cluster 0
2473,32823.0,Cluster 11,Cluster 29,Cluster 52,Cluster 96,,
2474,33119.0,Cluster 11,Cluster 21,Cluster 15,Cluster 58,Cluster 8,Cluster 34
2475,33332.0,Cluster 11,Cluster 38,Cluster 9,Cluster 28,Cluster 8,Cluster 0
2476,34597.0,Cluster 11,Cluster 97,Cluster 22,Cluster 59,Cluster 9,Cluster 15
2477,34851.0,Cluster 11,Cluster 97,Cluster 9,Cluster 29,Cluster 50,Cluster 34
2478,34890.0,Cluster 11,Cluster 29,Cluster 6,Cluster 64,Cluster 28,Cluster 110
2479,35104.0,Cluster 11,Cluster 121,Cluster 15,Cluster 4,Cluster 58,Cluster 12
2480,35265.0,Cluster 11,Cluster 2,Cluster 6,Cluster 14,Cluster 56,Cluster 24
2481,36488.0,Cluster 11,Cluster 97,Cluster 15,Cluster 28,Cluster 8,Cluster 34
2482,36990.0,Cluster 11,Cluster 1,Cluster 22,Cluster 58,Cluster 16,Cluster 12
2483,39665.0,Cluster 11,Cluster 1,Cluster 9,Cluster 7,Cluster 8,Cluster 12
2484,40478.0,Cluster 11,Cluster 1,Cluster 9,Cluster 14,Cluster 110,Cluster 12
2485,40533.0,Cluster 11,Cluster 97,Cluster 9,Cluster 14,Cluster 50,Cluster 15
2486,41442.0,Cluster 11,Cluster 97,Cluster 15,Cluster 29,Cluster 28,Cluster 12
2487,42114.0,Cluster 11,Cluster 2,Cluster 9,Cluster 29,Cluster 15,Cluster 15
2488,42272.0,Cluster 11,Cluster 37,Cluster 9,Cluster 58,Cluster 4,Cluster 34
2489,44089.0,Cluster 11,Cluster 121,Cluster 7,Cluster 14,Cluster 4,Cluster 13
2490,46748.0,Cluster 11,Cluster 97,Cluster 9,Cluster 14,Cluster 110,Cluster 12
2491,46749.0,Cluster 11,Cluster 120,Cluster 9,Cluster 28,Cluster 58,Cluster 12
2492,46750.0,Cluster 11,Cluster 1,Cluster 9,Cluster 14,Cluster 110,Cluster 11
2493,46812.0,Cluster 11,Cluster 97,Cluster 9,Cluster 58,Cluster 58,Cluster 34
2494,46946.0,Cluster 11,Cluster 29,Cluster 9,Cluster 14,Cluster 6,Cluster 15
2495,47168.0,Cluster 11,Cluster 8,Cluster 52,Cluster 28,Cluster 50,Cluster 12
2496,48346.0,Cluster 11,Cluster 97,Cluster 9,Cluster 58,,
2497,49764.0,Cluster 11,Cluster 97,Cluster 26,Cluster 59,Cluster 8,Cluster 32
2498,50533.0,Cluster 11,Cluster 2,Cluster 9,Cluster 14,Cluster 9,Cluster 27
2499,52336.0,Cluster 11,Cluster 1,Cluster 5,Cluster 28,Cluster 78,Cluster 34
2500,52678.0,Cluster 11,Cluster 50,Cluster 2,Cluster 31,Cluster 58,Cluster 12
2501,52844.0,Cluster 11,Cluster 29,Cluster 9,Cluster 29,Cluster 50,Cluster 0
2502,53700.0,Cluster 11,Cluster 2,Cluster 9,Cluster 59,Cluster 9,Cluster 34
2503,1952.0,Cluster 12,Cluster 8,Cluster 38,Cluster 14,Cluster 8,Cluster 1
2504,3179.0,Cluster 12,Cluster 97,Cluster 3,Cluster 0,Cluster 4,Cluster 15
2505,3232.0,Cluster 12,Cluster 2,Cluster 9,Cluster 58,Cluster 6,Cluster 3
2506,4615.0,Cluster 12,Cluster 29,Cluster 9,Cluster 29,Cluster 8,Cluster 28
2507,5017.0,Cluster 12,Cluster 38,Cluster 6,Cluster 14,Cluster 28,Cluster 28
2508,11124.0,Cluster 12,Cluster 2,Cluster 9,Cluster 29,Cluster 58,Cluster 15
2509,12893.0,Cluster 12,Cluster 37,Cluster 9,Cluster 58,Cluster 8,Cluster 12
2510,13171.0,Cluster 12,Cluster 97,Cluster 20,Cluster 64,Cluster 58,Cluster 12
2511,20275.0,Cluster 12,Cluster 29,Cluster 9,Cluster 14,Cluster 50,Cluster 15
2512,21435.0,Cluster 12,Cluster 29,Cluster 1,Cluster 59,Cluster 50,Cluster 20
2513,30725.0,Cluster 12,Cluster 37,Cluster 11,Cluster 18,Cluster 4,Cluster 27
2514,32332.0,Cluster 12,Cluster 97,Cluster 22,Cluster 14,Cluster 4,Cluster 6
2515,32494.0,Cluster 12,Cluster 29,Cluster 11,Cluster 29,Cluster 8,Cluster 45
2516,32588.0,Cluster 12,Cluster 29,Cluster 9,Cluster 14,Cluster 8,Cluster 45
2517,32619.0,Cluster 12,Cluster 29,Cluster 11,Cluster 59,Cluster 50,Cluster 12
2518,32718.0,Cluster 12,Cluster 1,Cluster 26,Cluster 58,Cluster 70,Cluster 1
2519,32749.0,Cluster 12,Cluster 90,Cluster 15,Cluster 48,Cluster 10,Cluster 21
2520,32770.0,Cluster 12,Cluster 121,Cluster 13,Cluster 29,Cluster 28,Cluster 51
2521,32907.0,Cluster 12,Cluster 29,Cluster 23,Cluster 14,Cluster 28,Cluster 15
2522,33011.0,Cluster 12,Cluster 2,Cluster 15,Cluster 100,Cluster 50,Cluster 12
2523,33149.0,Cluster 12,Cluster 2,Cluster 25,Cluster 29,Cluster 15,Cluster 15
2524,33173.0,Cluster 12,Cluster 5,Cluster 3,Cluster 29,Cluster 8,
2525,33491.0,Cluster 12,Cluster 29,Cluster 9,Cluster 4,Cluster 50,Cluster 15
2526,33495.0,Cluster 12,Cluster 29,Cluster 41,Cluster 58,Cluster 50,Cluster 12
2527,33500.0,Cluster 12,Cluster 29,Cluster 11,Cluster 58,Cluster 1,Cluster 12
2528,33501.0,Cluster 12,Cluster 29,Cluster 11,Cluster 58,Cluster 56,Cluster 1
2529,33503.0,Cluster 12,Cluster 38,Cluster 9,Cluster 31,Cluster 56,Cluster 12
2530,33504.0,Cluster 12,Cluster 29,Cluster 11,Cluster 29,Cluster 20,Cluster 0
2531,33506.0,Cluster 12,Cluster 29,Cluster 11,Cluster 29,Cluster 56,Cluster 12
2532,33508.0,Cluster 12,Cluster 29,Cluster 11,Cluster 4,Cluster 56,Cluster 12
2533,33513.0,Cluster 12,Cluster 1,Cluster 11,Cluster 29,Cluster 50,Cluster 0
2534,33515.0,Cluster 12,Cluster 29,Cluster 11,Cluster 29,Cluster 50,Cluster 1
2535,33516.0,Cluster 12,Cluster 29,Cluster 9,Cluster 59,Cluster 39,Cluster 34
2536,33525.0,Cluster 12,Cluster 29,Cluster 11,Cluster 58,Cluster 50,Cluster 1
2537,33527.0,Cluster 12,Cluster 97,Cluster 6,Cluster 1,Cluster 4,Cluster 60
2538,33529.0,Cluster 12,Cluster 29,Cluster 15,Cluster 4,Cluster 50,Cluster 34
2539,33532.0,Cluster 12,Cluster 6,Cluster 52,Cluster 58,Cluster 1,Cluster 45
2540,34095.0,Cluster 12,Cluster 1,Cluster 26,Cluster 29,Cluster 8,Cluster 0
2541,34212.0,Cluster 12,Cluster 2,Cluster 25,Cluster 58,Cluster 8,Cluster 12
2542,35119.0,Cluster 12,Cluster 2,Cluster 9,Cluster 28,Cluster 28,Cluster 15
2543,35123.0,Cluster 12,Cluster 110,Cluster 9,Cluster 14,Cluster 8,Cluster 15
2544,35428.0,Cluster 12,Cluster 97,Cluster 9,Cluster 29,Cluster 8,Cluster 12
2545,39943.0,Cluster 12,Cluster 97,Cluster 14,Cluster 58,Cluster 58,Cluster 13
2546,40088.0,Cluster 12,Cluster 29,Cluster 28,Cluster 14,Cluster 50,Cluster 12
2547,40101.0,Cluster 12,Cluster 11,Cluster 13,Cluster 58,Cluster 9,Cluster 31
2548,40213.0,Cluster 12,Cluster 29,Cluster 9,Cluster 58,Cluster 28,Cluster 0
2549,40284.0,Cluster 12,Cluster 97,Cluster 9,Cluster 14,Cluster 4,Cluster 13
2550,41978.0,Cluster 12,Cluster 38,Cluster 9,Cluster 58,Cluster 58,Cluster 15
2551,42327.0,Cluster 12,Cluster 1,Cluster 27,Cluster 13,Cluster 8,Cluster 12
2552,42457.0,Cluster 12,Cluster 97,Cluster 15,Cluster 58,Cluster 4,Cluster 34
2553,43874.0,Cluster 12,Cluster 29,Cluster 14,Cluster 14,Cluster 104,Cluster 12
2554,44108.0,Cluster 12,Cluster 21,Cluster 9,Cluster 14,Cluster 8,Cluster 15
2555,44137.0,Cluster 12,Cluster 38,Cluster 9,Cluster 14,Cluster 50,Cluster 34
2556,44336.0,Cluster 12,Cluster 2,Cluster 5,Cluster 4,Cluster 50,Cluster 25
2557,45334.0,Cluster 12,Cluster 29,Cluster 9,Cluster 12,Cluster 8,Cluster 1
2558,45814.0,Cluster 12,Cluster 29,Cluster 23,Cluster 14,Cluster 8,Cluster 34
2559,46453.0,Cluster 12,Cluster 29,Cluster 11,Cluster 29,Cluster 8,Cluster 34
2560,46534.0,Cluster 12,Cluster 1,Cluster 5,Cluster 14,Cluster 9,Cluster 2
2561,46639.0,Cluster 12,Cluster 97,Cluster 15,Cluster 58,Cluster 4,Cluster 51
2562,47075.0,Cluster 12,,Cluster 54,Cluster 0,Cluster 8,Cluster 62
2563,49492.0,Cluster 12,Cluster 91,Cluster 14,Cluster 58,Cluster 50,Cluster 15
2564,49637.0,Cluster 12,Cluster 29,Cluster 11,Cluster 4,Cluster 56,Cluster 1
2565,49639.0,Cluster 12,Cluster 29,Cluster 11,Cluster 58,Cluster 56,Cluster 24
2566,49640.0,Cluster 12,Cluster 29,Cluster 9,Cluster 4,Cluster 50,Cluster 34
2567,49755.0,Cluster 12,Cluster 29,Cluster 15,Cluster 59,Cluster 8,Cluster 34
2568,50014.0,Cluster 12,Cluster 102,Cluster 13,Cluster 11,Cluster 9,Cluster 34
2569,50503.0,Cluster 12,Cluster 8,Cluster 9,Cluster 58,Cluster 106,Cluster 15
2570,50760.0,Cluster 12,Cluster 29,Cluster 15,Cluster 100,Cluster 8,Cluster 0
2571,50804.0,Cluster 12,Cluster 1,Cluster 49,Cluster 28,Cluster 50,Cluster 12
2572,50921.0,Cluster 12,Cluster 1,Cluster 15,Cluster 14,Cluster 17,Cluster 44
2573,51039.0,Cluster 12,Cluster 1,Cluster 28,Cluster 1,Cluster 4,
2574,51272.0,Cluster 12,Cluster 97,Cluster 15,Cluster 14,Cluster 4,Cluster 51
2575,51665.0,Cluster 12,Cluster 37,Cluster 9,Cluster 14,Cluster 8,Cluster 12
2576,51711.0,Cluster 12,Cluster 2,Cluster 9,Cluster 14,Cluster 58,Cluster 25
2577,51712.0,Cluster 12,Cluster 38,Cluster 15,Cluster 14,Cluster 1,Cluster 12
2578,51800.0,Cluster 12,Cluster 21,Cluster 9,Cluster 59,Cluster 1,Cluster 12
2579,52177.0,Cluster 12,Cluster 2,Cluster 15,Cluster 28,Cluster 1,Cluster 10
2580,52291.0,Cluster 12,Cluster 97,Cluster 1,Cluster 14,Cluster 8,Cluster 15
2581,52383.0,Cluster 12,Cluster 110,Cluster 15,Cluster 96,Cluster 1,Cluster 12
2582,52636.0,Cluster 12,Cluster 97,Cluster 15,,Cluster 8,
2583,52799.0,Cluster 12,Cluster 97,Cluster 11,Cluster 29,Cluster 50,Cluster 27
2584,53014.0,Cluster 12,Cluster 29,Cluster 9,Cluster 28,Cluster 1,Cluster 12
2585,53391.0,Cluster 12,Cluster 2,Cluster 22,Cluster 58,Cluster 38,Cluster 15
2586,2948.0,Cluster 13,Cluster 97,Cluster 9,Cluster 28,,
2587,3159.0,Cluster 13,Cluster 97,Cluster 9,Cluster 29,Cluster 8,Cluster 0
2588,3465.0,Cluster 13,Cluster 37,Cluster 22,Cluster 14,Cluster 8,Cluster 0
2589,3647.0,Cluster 13,Cluster 49,Cluster 9,Cluster 0,Cluster 8,Cluster 34
2590,3802.0,Cluster 13,Cluster 29,Cluster 9,Cluster 14,Cluster 58,Cluster 34
2591,4021.0,Cluster 13,Cluster 37,Cluster 15,Cluster 58,Cluster 9,Cluster 0
2592,5191.0,Cluster 13,Cluster 52,Cluster 4,Cluster 58,Cluster 8,Cluster 74
2593,6983.0,Cluster 13,Cluster 29,Cluster 28,Cluster 29,Cluster 4,Cluster 0
2594,7221.0,Cluster 13,Cluster 29,Cluster 9,Cluster 29,Cluster 58,Cluster 0
2595,7451.0,Cluster 13,Cluster 1,Cluster 9,Cluster 28,Cluster 4,Cluster 34
2596,7698.0,Cluster 13,Cluster 2,Cluster 30,Cluster 29,Cluster 1,Cluster 15
2597,8295.0,Cluster 13,Cluster 29,Cluster 9,Cluster 28,Cluster 1,
2598,9585.0,Cluster 13,Cluster 29,Cluster 28,Cluster 58,Cluster 8,Cluster 13
2599,11816.0,Cluster 13,Cluster 29,Cluster 9,Cluster 2,Cluster 8,Cluster 12
2600,12074.0,Cluster 13,Cluster 120,Cluster 15,Cluster 58,Cluster 9,Cluster 0
2601,12098.0,Cluster 13,Cluster 1,Cluster 23,Cluster 58,Cluster 106,
2602,13340.0,Cluster 13,Cluster 38,Cluster 23,Cluster 29,Cluster 58,Cluster 34
2603,14761.0,Cluster 13,Cluster 29,Cluster 22,Cluster 29,Cluster 28,Cluster 34
2604,14765.0,Cluster 13,Cluster 2,Cluster 22,Cluster 58,Cluster 8,Cluster 1
2605,15287.0,Cluster 13,Cluster 2,Cluster 1,Cluster 58,Cluster 81,Cluster 34
2606,15917.0,Cluster 13,Cluster 24,Cluster 29,Cluster 13,,
2607,15918.0,Cluster 13,Cluster 52,Cluster 3,Cluster 27,,
2608,16203.0,Cluster 13,Cluster 29,Cluster 9,Cluster 29,Cluster 9,Cluster 12
2609,19229.0,Cluster 13,Cluster 2,Cluster 22,Cluster 29,Cluster 58,Cluster 12
2610,19832.0,Cluster 13,Cluster 37,Cluster 6,Cluster 14,Cluster 70,Cluster 12
2611,20321.0,Cluster 13,Cluster 97,Cluster 3,Cluster 29,Cluster 7,Cluster 0
2612,20351.0,Cluster 13,Cluster 2,Cluster 3,Cluster 58,Cluster 24,Cluster 15
2613,20356.0,Cluster 13,Cluster 2,Cluster 15,Cluster 59,Cluster 4,Cluster 12
2614,20431.0,Cluster 13,Cluster 4,Cluster 15,Cluster 14,Cluster 6,Cluster 60
2615,20602.0,Cluster 13,Cluster 1,Cluster 15,Cluster 71,Cluster 58,Cluster 12
2616,20631.0,Cluster 13,Cluster 2,Cluster 9,Cluster 29,Cluster 17,Cluster 0
2617,20859.0,Cluster 13,Cluster 37,Cluster 26,Cluster 14,Cluster 8,Cluster 31
2618,21492.0,Cluster 13,Cluster 29,Cluster 9,Cluster 14,Cluster 8,Cluster 12
2619,23011.0,Cluster 13,Cluster 1,Cluster 9,Cluster 14,Cluster 24,Cluster 0
2620,23044.0,Cluster 13,Cluster 2,Cluster 9,Cluster 59,Cluster 58,Cluster 12
2621,23276.0,Cluster 13,Cluster 1,Cluster 15,Cluster 59,Cluster 8,Cluster 15
2622,28582.0,Cluster 13,Cluster 1,Cluster 15,Cluster 53,,
2623,29054.0,Cluster 13,Cluster 18,Cluster 15,Cluster 4,Cluster 106,Cluster 31
2624,29797.0,Cluster 13,Cluster 54,Cluster 15,Cluster 58,Cluster 10,Cluster 12
