,SecurityID,2019-02-28,2019-04-30,2019-06-30,2019-08-31,2019-10-31,2019-12-31
9558,46418.0,Cluster 88,Cluster 33,Cluster 9,Cluster 54,Cluster 46,Cluster 25
9559,47296.0,Cluster 88,Cluster 24,Cluster 78,Cluster 21,Cluster 81,Cluster 34
9560,47376.0,Cluster 88,Cluster 15,Cluster 93,Cluster 86,Cluster 110,Cluster 67
9561,48676.0,Cluster 88,Cluster 16,Cluster 10,Cluster 59,Cluster 7,Cluster 40
9562,48872.0,Cluster 88,Cluster 105,Cluster 65,Cluster 22,Cluster 9,Cluster 107
9563,48875.0,Cluster 88,Cluster 79,Cluster 6,Cluster 44,Cluster 71,Cluster 43
9564,49595.0,Cluster 88,Cluster 20,Cluster 98,Cluster 110,Cluster 85,Cluster 25
9565,50912.0,Cluster 88,Cluster 85,Cluster 22,Cluster 54,Cluster 20,Cluster 41
9566,51307.0,Cluster 88,Cluster 119,Cluster 54,Cluster 117,Cluster 26,Cluster 41
9567,51309.0,Cluster 88,Cluster 119,Cluster 54,Cluster 117,Cluster 46,Cluster 42
9568,51371.0,Cluster 88,Cluster 92,Cluster 50,Cluster 37,Cluster 102,Cluster 95
9569,51946.0,Cluster 88,Cluster 27,Cluster 56,Cluster 14,Cluster 106,Cluster 17
9570,52330.0,Cluster 88,Cluster 122,Cluster 106,Cluster 49,Cluster 58,Cluster 30
9571,52640.0,Cluster 88,Cluster 24,Cluster 103,Cluster 23,Cluster 84,Cluster 6
9572,52950.0,Cluster 88,Cluster 17,Cluster 53,Cluster 41,Cluster 84,Cluster 57
9573,53487.0,Cluster 88,Cluster 76,Cluster 47,Cluster 5,Cluster 82,Cluster 89
9574,55881.0,Cluster 88,Cluster 57,Cluster 111,Cluster 88,Cluster 26,Cluster 35
9575,3125.0,Cluster 89,Cluster 102,Cluster 115,Cluster 107,Cluster 47,Cluster 94
9576,4812.0,Cluster 89,Cluster 71,Cluster 52,Cluster 112,Cluster 73,Cluster 88
9577,7331.0,Cluster 89,Cluster 106,Cluster 46,Cluster 62,Cluster 103,Cluster 100
9578,8237.0,Cluster 89,Cluster 80,Cluster 13,Cluster 14,Cluster 105,Cluster 89
9579,11726.0,Cluster 89,Cluster 10,Cluster 16,Cluster 45,,
9580,12018.0,Cluster 89,Cluster 7,Cluster 55,Cluster 40,Cluster 72,Cluster 1
9581,12881.0,Cluster 89,Cluster 6,Cluster 51,Cluster 109,Cluster 1,Cluster 102
9582,15311.0,Cluster 89,Cluster 50,Cluster 85,Cluster 52,Cluster 11,Cluster 122
9583,16200.0,Cluster 89,Cluster 91,Cluster 72,Cluster 80,Cluster 47,Cluster 0
9584,17469.0,Cluster 89,Cluster 69,Cluster 53,Cluster 79,Cluster 84,Cluster 68
9585,18204.0,Cluster 89,Cluster 116,Cluster 77,Cluster 31,Cluster 70,
9586,18245.0,Cluster 89,Cluster 31,Cluster 29,Cluster 84,Cluster 50,Cluster 56
9587,18469.0,Cluster 89,Cluster 112,Cluster 6,Cluster 106,Cluster 77,Cluster 55
9588,18473.0,Cluster 89,Cluster 124,Cluster 9,Cluster 99,Cluster 50,Cluster 81
9589,18922.0,Cluster 89,Cluster 69,Cluster 77,Cluster 74,,
9590,19397.0,Cluster 89,Cluster 107,Cluster 6,Cluster 35,Cluster 35,Cluster 49
9591,19857.0,Cluster 89,Cluster 65,Cluster 63,Cluster 117,Cluster 83,Cluster 54
9592,20503.0,Cluster 89,Cluster 31,Cluster 72,Cluster 100,Cluster 69,Cluster 59
9593,20506.0,Cluster 89,Cluster 103,Cluster 6,Cluster 100,Cluster 37,Cluster 58
9594,20639.0,Cluster 89,Cluster 75,Cluster 98,Cluster 33,Cluster 14,Cluster 100
9595,20642.0,Cluster 89,Cluster 3,Cluster 30,Cluster 60,Cluster 118,Cluster 12
9596,29066.0,Cluster 89,Cluster 83,,,,
9597,30682.0,Cluster 89,,,,Cluster 77,
9598,31304.0,Cluster 89,,,Cluster 123,,
9599,32431.0,Cluster 89,Cluster 53,Cluster 79,Cluster 17,Cluster 24,Cluster 70
9600,32696.0,Cluster 89,Cluster 35,Cluster 13,Cluster 1,Cluster 36,Cluster 9
9601,32780.0,Cluster 89,Cluster 95,Cluster 21,Cluster 109,Cluster 61,Cluster 85
9602,32821.0,Cluster 89,Cluster 24,Cluster 81,Cluster 110,Cluster 62,Cluster 53
9603,32964.0,Cluster 89,Cluster 119,Cluster 8,Cluster 77,Cluster 88,Cluster 79
9604,33088.0,Cluster 89,Cluster 122,Cluster 97,Cluster 10,Cluster 21,Cluster 114
9605,33173.0,Cluster 89,Cluster 67,Cluster 16,Cluster 10,Cluster 7,
9606,33180.0,Cluster 89,Cluster 36,Cluster 88,Cluster 91,Cluster 75,Cluster 2
9607,33336.0,Cluster 89,Cluster 121,Cluster 118,Cluster 113,Cluster 77,Cluster 57
9608,33486.0,Cluster 89,Cluster 82,Cluster 42,Cluster 43,Cluster 97,Cluster 72
9609,33522.0,Cluster 89,Cluster 97,Cluster 46,Cluster 112,Cluster 70,Cluster 15
9610,33526.0,Cluster 89,Cluster 110,Cluster 45,Cluster 95,Cluster 29,Cluster 94
9611,34121.0,Cluster 89,Cluster 81,Cluster 63,Cluster 62,Cluster 43,Cluster 94
9612,34212.0,Cluster 89,Cluster 79,Cluster 116,Cluster 37,Cluster 82,Cluster 113
9613,34222.0,Cluster 89,Cluster 54,Cluster 93,Cluster 96,Cluster 81,Cluster 22
9614,34601.0,Cluster 89,Cluster 106,Cluster 66,Cluster 32,Cluster 61,Cluster 43
9615,34612.0,Cluster 89,Cluster 18,Cluster 33,Cluster 13,Cluster 72,Cluster 18
9616,34641.0,Cluster 89,Cluster 116,Cluster 107,Cluster 10,Cluster 82,Cluster 77
9617,35496.0,Cluster 89,Cluster 114,Cluster 86,Cluster 89,Cluster 73,Cluster 103
9618,36132.0,Cluster 89,Cluster 123,Cluster 54,,,
9619,36153.0,Cluster 89,Cluster 5,Cluster 91,Cluster 2,Cluster 0,
9620,36794.0,Cluster 89,Cluster 110,Cluster 116,Cluster 116,Cluster 53,Cluster 53
9621,39227.0,Cluster 89,Cluster 111,Cluster 73,Cluster 95,Cluster 38,Cluster 32
9622,39359.0,Cluster 89,Cluster 91,Cluster 89,Cluster 99,Cluster 1,Cluster 101
9623,39495.0,Cluster 89,Cluster 91,Cluster 43,Cluster 40,Cluster 36,Cluster 71
9624,39757.0,Cluster 89,Cluster 18,Cluster 68,Cluster 50,Cluster 51,Cluster 90
9625,39786.0,Cluster 89,Cluster 0,Cluster 103,Cluster 59,Cluster 34,Cluster 98
9626,40067.0,Cluster 89,Cluster 69,Cluster 14,Cluster 30,Cluster 41,Cluster 18
9627,40346.0,Cluster 89,Cluster 55,Cluster 58,Cluster 25,Cluster 10,Cluster 17
9628,40451.0,Cluster 89,Cluster 45,Cluster 54,Cluster 63,Cluster 60,
9629,40534.0,Cluster 89,Cluster 105,Cluster 41,Cluster 18,,
9630,41261.0,Cluster 89,Cluster 5,Cluster 66,Cluster 44,Cluster 20,Cluster 34
9631,42354.0,Cluster 89,Cluster 112,Cluster 109,Cluster 45,Cluster 76,Cluster 1
9632,43874.0,Cluster 89,Cluster 120,Cluster 68,Cluster 43,Cluster 73,Cluster 48
9633,44137.0,Cluster 89,Cluster 52,Cluster 121,Cluster 20,Cluster 121,Cluster 26
9634,44560.0,Cluster 89,Cluster 31,Cluster 7,Cluster 11,Cluster 59,Cluster 91
9635,46120.0,Cluster 89,Cluster 86,Cluster 33,Cluster 28,Cluster 37,Cluster 18
9636,47024.0,Cluster 89,Cluster 33,Cluster 49,Cluster 107,Cluster 97,Cluster 58
9637,47183.0,Cluster 89,Cluster 18,Cluster 23,Cluster 56,Cluster 35,Cluster 96
9638,47514.0,Cluster 89,Cluster 58,Cluster 50,Cluster 35,Cluster 106,Cluster 86
9639,48284.0,Cluster 89,Cluster 0,Cluster 11,Cluster 36,Cluster 3,Cluster 72
9640,49380.0,Cluster 89,Cluster 8,Cluster 90,Cluster 75,Cluster 120,
9641,49658.0,Cluster 89,Cluster 58,,,Cluster 63,Cluster 60
9642,49734.0,Cluster 89,Cluster 117,Cluster 43,Cluster 11,Cluster 56,Cluster 112
9643,50424.0,Cluster 89,Cluster 45,Cluster 111,Cluster 93,Cluster 27,Cluster 115
9644,50857.0,Cluster 89,Cluster 41,Cluster 123,Cluster 84,Cluster 59,Cluster 55
9645,52105.0,Cluster 89,Cluster 99,Cluster 55,Cluster 118,Cluster 93,Cluster 121
9646,52325.0,Cluster 89,Cluster 86,Cluster 33,Cluster 114,,
9647,52351.0,Cluster 89,Cluster 53,Cluster 51,Cluster 12,Cluster 38,Cluster 54
9648,52381.0,Cluster 89,Cluster 5,Cluster 60,Cluster 44,Cluster 20,Cluster 25
9649,52666.0,Cluster 89,Cluster 107,Cluster 52,Cluster 111,Cluster 83,Cluster 13
9650,52727.0,Cluster 89,Cluster 114,Cluster 78,Cluster 22,Cluster 86,Cluster 9
9651,52917.0,Cluster 89,Cluster 86,Cluster 8,Cluster 68,Cluster 88,Cluster 27
9652,53511.0,Cluster 89,Cluster 116,Cluster 123,Cluster 49,Cluster 118,Cluster 42
9653,183.0,Cluster 90,Cluster 19,Cluster 22,Cluster 109,Cluster 81,Cluster 48
9654,242.0,Cluster 90,Cluster 103,Cluster 104,Cluster 75,Cluster 60,Cluster 117
9655,2196.0,Cluster 90,Cluster 28,Cluster 1,Cluster 94,Cluster 30,Cluster 121
9656,2562.0,Cluster 90,Cluster 71,Cluster 110,Cluster 86,Cluster 49,Cluster 18
9657,3251.0,Cluster 90,Cluster 35,Cluster 97,Cluster 11,Cluster 86,Cluster 98
9658,3492.0,Cluster 90,Cluster 63,Cluster 59,Cluster 3,Cluster 113,Cluster 12
9659,4883.0,Cluster 90,Cluster 3,Cluster 44,Cluster 59,Cluster 105,Cluster 13
9660,5486.0,Cluster 90,Cluster 116,Cluster 100,Cluster 51,Cluster 89,Cluster 51
9661,5603.0,Cluster 90,Cluster 28,Cluster 9,Cluster 71,Cluster 28,Cluster 14
9662,6051.0,Cluster 90,Cluster 53,Cluster 60,Cluster 79,Cluster 84,Cluster 93
9663,6311.0,Cluster 90,Cluster 13,Cluster 32,Cluster 113,Cluster 72,Cluster 33
9664,6644.0,Cluster 90,Cluster 31,Cluster 111,Cluster 11,Cluster 115,Cluster 115
9665,6960.0,Cluster 90,Cluster 49,Cluster 57,Cluster 111,Cluster 6,Cluster 34
9666,7870.0,Cluster 90,Cluster 76,Cluster 118,Cluster 7,Cluster 44,Cluster 16
9667,7959.0,Cluster 90,Cluster 74,Cluster 37,Cluster 31,Cluster 49,Cluster 32
9668,8430.0,Cluster 90,Cluster 35,Cluster 81,Cluster 94,Cluster 115,Cluster 50
9669,8480.0,Cluster 90,Cluster 86,Cluster 44,Cluster 76,Cluster 16,Cluster 108
9670,8990.0,Cluster 90,Cluster 80,Cluster 44,Cluster 44,Cluster 113,Cluster 99
9671,11038.0,Cluster 90,Cluster 69,Cluster 49,Cluster 111,Cluster 1,Cluster 109
9672,12320.0,Cluster 90,Cluster 53,Cluster 76,Cluster 79,Cluster 84,Cluster 52
9673,12385.0,Cluster 90,Cluster 99,Cluster 111,Cluster 11,Cluster 44,Cluster 26
9674,14758.0,Cluster 90,Cluster 34,Cluster 117,Cluster 80,Cluster 115,Cluster 58
9675,14775.0,Cluster 90,Cluster 49,Cluster 85,Cluster 119,Cluster 91,Cluster 32
9676,14787.0,Cluster 90,Cluster 53,Cluster 73,Cluster 124,Cluster 12,Cluster 17
9677,15418.0,Cluster 90,Cluster 40,Cluster 118,Cluster 16,Cluster 118,Cluster 98
9678,15566.0,Cluster 90,Cluster 26,Cluster 41,Cluster 70,,
9679,15883.0,Cluster 90,Cluster 89,Cluster 9,Cluster 30,Cluster 94,Cluster 74
9680,16038.0,Cluster 90,Cluster 0,Cluster 94,Cluster 75,Cluster 2,Cluster 53
9681,16241.0,Cluster 90,Cluster 76,Cluster 69,Cluster 102,Cluster 80,Cluster 96
9682,17615.0,Cluster 90,Cluster 64,Cluster 116,Cluster 37,Cluster 86,Cluster 28
9683,18631.0,Cluster 90,Cluster 1,Cluster 8,Cluster 72,Cluster 40,Cluster 10
9684,19192.0,Cluster 90,Cluster 63,Cluster 121,Cluster 23,Cluster 14,Cluster 92
9685,19808.0,Cluster 90,Cluster 76,Cluster 51,Cluster 29,Cluster 44,Cluster 102
9686,19990.0,Cluster 90,Cluster 13,Cluster 14,Cluster 31,Cluster 55,Cluster 91
9687,20296.0,Cluster 90,Cluster 96,Cluster 71,Cluster 20,Cluster 72,Cluster 11
9688,20307.0,Cluster 90,Cluster 34,Cluster 52,Cluster 84,Cluster 76,Cluster 0
9689,20464.0,Cluster 90,Cluster 112,Cluster 104,Cluster 59,Cluster 26,Cluster 5
9690,21103.0,Cluster 90,Cluster 46,Cluster 79,Cluster 108,Cluster 21,Cluster 120
9691,22517.0,Cluster 90,Cluster 80,Cluster 23,Cluster 31,Cluster 50,Cluster 34
9692,23224.0,Cluster 90,Cluster 15,Cluster 13,Cluster 89,Cluster 84,Cluster 36
9693,23614.0,Cluster 90,Cluster 76,Cluster 20,Cluster 47,Cluster 118,Cluster 101
9694,23977.0,Cluster 90,Cluster 80,Cluster 18,Cluster 25,Cluster 44,Cluster 89
9695,25002.0,Cluster 90,Cluster 106,Cluster 18,Cluster 108,Cluster 4,
9696,29890.0,Cluster 90,Cluster 19,,,,
9697,30002.0,Cluster 90,Cluster 97,Cluster 101,Cluster 115,Cluster 88,Cluster 18
9698,31999.0,Cluster 90,Cluster 59,Cluster 111,Cluster 1,Cluster 110,Cluster 35
9699,32555.0,Cluster 90,Cluster 18,Cluster 48,Cluster 82,Cluster 99,Cluster 85
9700,32710.0,Cluster 90,Cluster 6,Cluster 102,Cluster 43,Cluster 112,Cluster 27
9701,32798.0,Cluster 90,Cluster 23,Cluster 107,Cluster 71,Cluster 1,Cluster 28
9702,33189.0,Cluster 90,Cluster 69,Cluster 9,Cluster 54,Cluster 121,Cluster 47
9703,33594.0,Cluster 90,Cluster 97,Cluster 117,Cluster 44,Cluster 98,Cluster 122
9704,33986.0,Cluster 90,Cluster 63,Cluster 33,Cluster 94,Cluster 123,Cluster 78
9705,34025.0,Cluster 90,Cluster 114,Cluster 26,Cluster 110,Cluster 112,Cluster 27
9706,34232.0,Cluster 90,Cluster 35,Cluster 30,Cluster 86,Cluster 112,Cluster 44
9707,35410.0,Cluster 90,Cluster 100,Cluster 116,Cluster 114,Cluster 38,Cluster 43
9708,35467.0,Cluster 90,Cluster 5,Cluster 99,Cluster 17,Cluster 88,Cluster 60
9709,35639.0,Cluster 90,Cluster 60,Cluster 1,Cluster 1,Cluster 20,Cluster 35
9710,36518.0,Cluster 90,Cluster 23,Cluster 39,Cluster 111,Cluster 41,Cluster 63
9711,36627.0,Cluster 90,Cluster 48,Cluster 12,Cluster 8,Cluster 48,Cluster 91
9712,37137.0,Cluster 90,Cluster 34,Cluster 1,Cluster 111,Cluster 110,Cluster 90
9713,39710.0,Cluster 90,Cluster 16,Cluster 13,Cluster 0,Cluster 10,Cluster 47
9714,40390.0,Cluster 90,Cluster 3,Cluster 64,Cluster 42,Cluster 84,Cluster 36
9715,40633.0,Cluster 90,Cluster 122,Cluster 112,Cluster 9,Cluster 11,Cluster 5
9716,40652.0,Cluster 90,Cluster 35,Cluster 33,Cluster 86,Cluster 93,Cluster 115
9717,40732.0,Cluster 90,Cluster 98,Cluster 43,Cluster 71,Cluster 37,Cluster 38
9718,40961.0,Cluster 90,Cluster 92,Cluster 13,Cluster 59,Cluster 7,Cluster 40
9719,41480.0,Cluster 90,Cluster 24,Cluster 40,Cluster 65,Cluster 30,Cluster 12
9720,42040.0,Cluster 90,Cluster 47,Cluster 89,Cluster 0,Cluster 121,Cluster 53
9721,42252.0,Cluster 90,Cluster 59,Cluster 74,Cluster 96,Cluster 4,Cluster 9
9722,43056.0,Cluster 90,Cluster 90,Cluster 0,Cluster 41,Cluster 32,
9723,43653.0,Cluster 90,Cluster 55,Cluster 57,Cluster 122,Cluster 16,Cluster 22
9724,43975.0,Cluster 90,Cluster 1,Cluster 122,Cluster 111,Cluster 98,Cluster 34
9725,45318.0,Cluster 90,Cluster 88,Cluster 15,Cluster 99,Cluster 88,Cluster 32
9726,45771.0,Cluster 90,Cluster 80,Cluster 11,Cluster 23,Cluster 82,Cluster 102
9727,45774.0,Cluster 90,Cluster 28,Cluster 40,Cluster 71,Cluster 82,Cluster 13
9728,46389.0,Cluster 90,Cluster 1,Cluster 104,Cluster 58,Cluster 110,Cluster 14
9729,46390.0,Cluster 90,Cluster 63,Cluster 67,Cluster 109,Cluster 20,Cluster 69
9730,46565.0,Cluster 90,Cluster 103,Cluster 30,Cluster 17,Cluster 16,Cluster 48
9731,48480.0,Cluster 90,Cluster 48,Cluster 69,Cluster 46,Cluster 11,
9732,48712.0,Cluster 90,Cluster 38,Cluster 48,Cluster 7,Cluster 123,Cluster 43
9733,49604.0,Cluster 90,Cluster 20,Cluster 4,Cluster 5,Cluster 117,Cluster 60
9734,49780.0,Cluster 90,Cluster 32,Cluster 89,Cluster 14,Cluster 86,Cluster 111
9735,50434.0,Cluster 90,Cluster 81,Cluster 24,Cluster 67,Cluster 69,Cluster 120
9736,50756.0,Cluster 90,Cluster 104,Cluster 23,Cluster 106,Cluster 6,Cluster 56
9737,51789.0,Cluster 90,Cluster 28,Cluster 53,Cluster 28,Cluster 51,Cluster 93
9738,52299.0,Cluster 90,Cluster 17,Cluster 74,Cluster 5,Cluster 29,Cluster 30
9739,52300.0,Cluster 90,Cluster 116,Cluster 40,Cluster 28,Cluster 82,Cluster 30
9740,52344.0,Cluster 90,Cluster 61,Cluster 20,Cluster 51,Cluster 101,Cluster 64
9741,53976.0,Cluster 90,Cluster 40,Cluster 88,Cluster 54,Cluster 121,Cluster 47
9742,54542.0,Cluster 90,Cluster 96,Cluster 117,Cluster 73,Cluster 83,Cluster 122
9743,497.0,Cluster 91,Cluster 111,Cluster 123,Cluster 84,Cluster 19,Cluster 106
9744,3020.0,Cluster 91,Cluster 44,Cluster 28,Cluster 109,Cluster 20,Cluster 29
9745,3244.0,Cluster 91,Cluster 13,Cluster 56,Cluster 1,Cluster 38,Cluster 91
9746,4479.0,Cluster 91,Cluster 6,Cluster 52,Cluster 113,Cluster 83,Cluster 106
9747,4492.0,Cluster 91,Cluster 107,Cluster 13,Cluster 96,Cluster 54,Cluster 42
9748,6183.0,Cluster 91,Cluster 27,Cluster 3,Cluster 67,Cluster 102,Cluster 74
9749,6342.0,Cluster 91,Cluster 91,Cluster 15,Cluster 47,Cluster 21,Cluster 18
9750,6609.0,Cluster 91,Cluster 58,Cluster 83,Cluster 44,Cluster 45,Cluster 61
9751,6629.0,Cluster 91,Cluster 27,Cluster 41,Cluster 29,Cluster 76,Cluster 62
9752,6863.0,Cluster 91,Cluster 63,Cluster 10,Cluster 4,Cluster 65,Cluster 71
9753,8685.0,Cluster 91,Cluster 3,Cluster 106,Cluster 71,Cluster 12,Cluster 22
9754,9658.0,Cluster 91,Cluster 5,Cluster 112,Cluster 15,Cluster 66,Cluster 26
9755,10462.0,Cluster 91,Cluster 34,Cluster 14,Cluster 86,Cluster 122,Cluster 116
9756,11398.0,Cluster 91,Cluster 2,,,Cluster 14,
9757,11689.0,Cluster 91,Cluster 124,Cluster 9,Cluster 23,Cluster 121,Cluster 78
9758,12029.0,Cluster 91,Cluster 63,Cluster 28,Cluster 109,Cluster 20,Cluster 6
9759,12125.0,Cluster 91,Cluster 16,Cluster 52,Cluster 31,Cluster 46,Cluster 73
9760,12150.0,Cluster 91,Cluster 28,Cluster 56,Cluster 86,Cluster 15,Cluster 27
9761,12271.0,Cluster 91,Cluster 114,Cluster 104,Cluster 44,Cluster 37,Cluster 101
9762,12377.0,Cluster 91,Cluster 40,Cluster 1,Cluster 31,Cluster 97,Cluster 9
9763,12380.0,Cluster 91,Cluster 2,Cluster 83,Cluster 44,Cluster 45,Cluster 61
9764,12386.0,Cluster 91,Cluster 27,Cluster 64,Cluster 96,Cluster 76,Cluster 62
9765,12478.0,Cluster 91,Cluster 20,Cluster 97,Cluster 59,Cluster 62,Cluster 43
9766,13500.0,Cluster 91,Cluster 87,Cluster 124,Cluster 55,Cluster 92,Cluster 40
9767,13605.0,Cluster 91,Cluster 56,Cluster 111,Cluster 120,Cluster 42,Cluster 20
9768,13633.0,Cluster 91,Cluster 87,Cluster 1,Cluster 83,Cluster 83,Cluster 66
9769,14484.0,Cluster 91,Cluster 53,Cluster 53,Cluster 114,Cluster 20,Cluster 30
9770,14487.0,Cluster 91,Cluster 33,Cluster 60,Cluster 114,Cluster 20,Cluster 30
9771,17814.0,Cluster 91,Cluster 118,Cluster 6,Cluster 9,Cluster 88,Cluster 13
9772,20043.0,Cluster 91,Cluster 98,Cluster 112,Cluster 123,,Cluster 73
9773,21159.0,Cluster 91,Cluster 27,Cluster 17,Cluster 23,Cluster 10,Cluster 35
9774,21529.0,Cluster 91,Cluster 27,Cluster 78,Cluster 50,Cluster 88,Cluster 104
9775,23298.0,Cluster 91,Cluster 41,Cluster 15,Cluster 30,Cluster 4,Cluster 14
9776,23984.0,Cluster 91,Cluster 98,Cluster 93,Cluster 102,Cluster 104,Cluster 69
9777,23988.0,Cluster 91,Cluster 26,Cluster 22,Cluster 23,Cluster 114,
9778,28450.0,Cluster 91,Cluster 23,Cluster 49,Cluster 106,Cluster 121,Cluster 79
9779,28541.0,Cluster 91,Cluster 32,Cluster 72,Cluster 23,,
9780,29858.0,Cluster 91,Cluster 63,Cluster 122,Cluster 81,Cluster 32,
9781,29878.0,Cluster 91,Cluster 13,Cluster 74,Cluster 4,Cluster 38,Cluster 124
9782,29919.0,Cluster 91,Cluster 18,Cluster 8,Cluster 100,Cluster 88,Cluster 15
9783,29966.0,Cluster 91,Cluster 38,Cluster 56,Cluster 11,Cluster 114,Cluster 79
9784,30030.0,Cluster 91,Cluster 94,Cluster 90,Cluster 83,Cluster 104,Cluster 45
9785,31979.0,Cluster 91,Cluster 26,Cluster 63,Cluster 75,,
9786,32463.0,Cluster 91,Cluster 75,Cluster 49,Cluster 54,Cluster 4,Cluster 107
9787,32464.0,Cluster 91,Cluster 107,Cluster 121,Cluster 55,Cluster 19,Cluster 37
9788,32520.0,Cluster 91,Cluster 122,Cluster 40,Cluster 61,Cluster 19,Cluster 115
9789,32632.0,Cluster 91,Cluster 87,Cluster 112,Cluster 23,Cluster 15,Cluster 22
9790,32874.0,Cluster 91,Cluster 23,Cluster 117,Cluster 90,Cluster 56,Cluster 69
9791,32967.0,Cluster 91,Cluster 52,Cluster 46,Cluster 121,Cluster 88,Cluster 75
9792,33221.0,Cluster 91,Cluster 32,Cluster 4,,,Cluster 14
9793,33253.0,Cluster 91,Cluster 111,Cluster 44,Cluster 71,Cluster 84,Cluster 99
9794,33297.0,Cluster 91,Cluster 53,Cluster 19,Cluster 33,Cluster 84,Cluster 14
9795,33597.0,Cluster 91,Cluster 7,Cluster 76,Cluster 19,Cluster 111,Cluster 60
9796,33765.0,Cluster 91,Cluster 117,Cluster 6,Cluster 10,Cluster 29,Cluster 94
9797,33895.0,Cluster 91,Cluster 106,Cluster 34,Cluster 59,Cluster 43,Cluster 91
9798,34051.0,Cluster 91,Cluster 89,Cluster 59,Cluster 49,Cluster 36,Cluster 113
9799,34085.0,Cluster 91,Cluster 26,Cluster 27,Cluster 69,,Cluster 9
9800,34952.0,Cluster 91,Cluster 122,Cluster 87,Cluster 64,Cluster 93,Cluster 0
9801,35337.0,Cluster 91,Cluster 60,Cluster 97,Cluster 8,Cluster 93,Cluster 44
9802,35425.0,Cluster 91,Cluster 110,Cluster 85,Cluster 124,Cluster 26,Cluster 53
9803,35708.0,Cluster 91,Cluster 40,Cluster 53,Cluster 54,Cluster 7,Cluster 16
9804,35884.0,Cluster 91,Cluster 23,Cluster 53,Cluster 0,Cluster 7,Cluster 96
9805,36454.0,Cluster 91,Cluster 60,Cluster 71,Cluster 111,Cluster 110,Cluster 120
9806,36489.0,Cluster 91,Cluster 99,Cluster 15,Cluster 34,Cluster 100,Cluster 123
9807,36707.0,Cluster 91,Cluster 111,Cluster 78,Cluster 113,Cluster 7,Cluster 71
9808,36822.0,Cluster 91,Cluster 46,Cluster 111,Cluster 119,Cluster 29,Cluster 107
9809,36958.0,Cluster 91,Cluster 11,Cluster 82,Cluster 48,Cluster 20,Cluster 90
9810,37256.0,Cluster 91,Cluster 60,Cluster 99,Cluster 0,Cluster 29,Cluster 96
9811,39261.0,Cluster 91,Cluster 86,Cluster 15,,,
9812,39267.0,Cluster 91,Cluster 27,Cluster 24,Cluster 28,,
9813,39463.0,Cluster 91,Cluster 2,Cluster 20,Cluster 99,Cluster 116,Cluster 41
9814,39507.0,Cluster 91,Cluster 89,Cluster 53,Cluster 96,Cluster 66,Cluster 36
9815,39703.0,Cluster 91,Cluster 74,Cluster 53,Cluster 86,Cluster 75,Cluster 65
9816,39947.0,Cluster 91,Cluster 7,Cluster 13,Cluster 89,Cluster 33,
9817,39970.0,Cluster 91,Cluster 4,Cluster 65,Cluster 44,Cluster 6,Cluster 77
9818,40068.0,Cluster 91,Cluster 119,Cluster 40,Cluster 72,Cluster 10,Cluster 10
9819,40112.0,Cluster 91,Cluster 60,Cluster 58,Cluster 0,Cluster 18,Cluster 17
9820,40418.0,Cluster 91,Cluster 103,,,,Cluster 94
9821,40454.0,Cluster 91,Cluster 86,Cluster 122,Cluster 87,Cluster 113,Cluster 43
9822,40562.0,Cluster 91,Cluster 92,Cluster 40,Cluster 89,Cluster 20,Cluster 34
9823,40582.0,Cluster 91,Cluster 1,Cluster 56,Cluster 94,Cluster 20,Cluster 97
9824,40680.0,Cluster 91,Cluster 92,Cluster 79,Cluster 109,Cluster 36,Cluster 102
9825,40704.0,Cluster 91,Cluster 41,Cluster 12,Cluster 31,Cluster 12,Cluster 49
9826,41111.0,Cluster 91,Cluster 27,Cluster 55,Cluster 8,Cluster 88,Cluster 45
9827,41171.0,Cluster 91,Cluster 85,Cluster 56,Cluster 96,Cluster 110,Cluster 41
9828,43174.0,Cluster 91,Cluster 3,Cluster 13,Cluster 111,Cluster 23,Cluster 67
9829,43560.0,Cluster 91,Cluster 85,Cluster 67,Cluster 21,Cluster 7,Cluster 122
9830,43770.0,Cluster 91,Cluster 87,,,Cluster 67,Cluster 0
9831,43994.0,Cluster 91,Cluster 100,Cluster 41,Cluster 22,Cluster 41,Cluster 44
9832,44131.0,Cluster 91,Cluster 2,Cluster 46,Cluster 75,Cluster 111,Cluster 95
9833,45279.0,Cluster 91,Cluster 92,Cluster 124,Cluster 86,Cluster 98,Cluster 30
9834,45314.0,Cluster 91,Cluster 11,Cluster 40,Cluster 89,Cluster 20,Cluster 65
9835,45388.0,Cluster 91,Cluster 11,Cluster 79,Cluster 47,Cluster 36,Cluster 107
9836,45787.0,Cluster 91,Cluster 79,Cluster 12,Cluster 38,Cluster 26,Cluster 63
9837,46419.0,Cluster 91,Cluster 21,Cluster 13,Cluster 59,Cluster 26,Cluster 36
9838,46444.0,Cluster 91,Cluster 53,Cluster 123,Cluster 71,Cluster 84,Cluster 14
9839,46493.0,Cluster 91,Cluster 81,Cluster 63,Cluster 10,,
9840,46617.0,Cluster 91,Cluster 70,Cluster 20,Cluster 102,Cluster 78,Cluster 0
9841,46696.0,Cluster 91,Cluster 72,,Cluster 61,,
9842,46697.0,Cluster 91,Cluster 86,Cluster 122,Cluster 57,Cluster 69,Cluster 43
9843,46704.0,Cluster 91,Cluster 57,Cluster 58,Cluster 98,Cluster 12,Cluster 76
9844,46705.0,Cluster 91,Cluster 57,Cluster 118,Cluster 106,Cluster 20,Cluster 83
