,SecurityID,2019-02-28,2019-04-30,2019-06-30,2019-08-31,2019-10-31,2019-12-31
0,3051.0,Cluster 0,Cluster 85,Cluster 70,Cluster 82,Cluster 99,Cluster 91
1,3704.0,Cluster 0,Cluster 119,Cluster 0,Cluster 12,Cluster 65,Cluster 87
2,4121.0,Cluster 0,Cluster 52,Cluster 53,Cluster 72,Cluster 6,Cluster 91
3,4130.0,Cluster 0,Cluster 76,Cluster 124,Cluster 89,Cluster 10,Cluster 109
4,4259.0,Cluster 0,Cluster 95,Cluster 28,Cluster 86,Cluster 105,Cluster 76
5,4277.0,Cluster 0,Cluster 62,Cluster 20,Cluster 15,Cluster 77,Cluster 80
6,5627.0,Cluster 0,Cluster 85,Cluster 44,Cluster 30,Cluster 53,Cluster 82
7,5913.0,Cluster 0,Cluster 56,Cluster 36,Cluster 121,Cluster 59,Cluster 94
8,6313.0,Cluster 0,Cluster 67,Cluster 90,Cluster 38,Cluster 42,
9,6551.0,Cluster 0,Cluster 30,,,Cluster 74,Cluster 106
10,7630.0,Cluster 0,Cluster 0,Cluster 113,Cluster 5,Cluster 64,Cluster 94
11,8059.0,Cluster 0,Cluster 39,Cluster 1,Cluster 10,Cluster 89,Cluster 60
12,8089.0,Cluster 0,Cluster 96,Cluster 4,Cluster 99,Cluster 112,Cluster 21
13,8212.0,Cluster 0,Cluster 104,Cluster 72,Cluster 64,,
14,8644.0,Cluster 0,Cluster 46,Cluster 103,Cluster 31,Cluster 35,Cluster 106
15,12262.0,Cluster 0,Cluster 59,Cluster 37,Cluster 36,Cluster 39,Cluster 44
16,12513.0,Cluster 0,Cluster 63,Cluster 110,Cluster 14,Cluster 61,Cluster 31
17,12558.0,Cluster 0,Cluster 101,Cluster 123,Cluster 20,Cluster 15,Cluster 83
18,12891.0,Cluster 0,Cluster 5,Cluster 94,Cluster 108,Cluster 21,Cluster 64
19,13158.0,Cluster 0,Cluster 80,Cluster 107,Cluster 32,Cluster 101,Cluster 76
20,13185.0,Cluster 0,Cluster 1,Cluster 106,Cluster 64,Cluster 70,Cluster 9
21,15101.0,Cluster 0,Cluster 51,Cluster 20,Cluster 78,Cluster 25,Cluster 53
22,15105.0,Cluster 0,Cluster 73,Cluster 45,Cluster 119,Cluster 6,Cluster 91
23,15166.0,Cluster 0,Cluster 19,Cluster 93,Cluster 79,Cluster 6,Cluster 78
24,15456.0,Cluster 0,Cluster 90,Cluster 108,Cluster 68,Cluster 22,Cluster 106
25,15518.0,Cluster 0,Cluster 61,Cluster 25,Cluster 101,Cluster 35,Cluster 15
26,15970.0,Cluster 0,Cluster 119,Cluster 108,Cluster 99,Cluster 64,Cluster 38
27,16264.0,Cluster 0,Cluster 42,Cluster 56,Cluster 4,Cluster 69,Cluster 42
28,16991.0,Cluster 0,Cluster 124,Cluster 16,Cluster 123,Cluster 0,
29,17017.0,Cluster 0,Cluster 64,Cluster 56,Cluster 79,Cluster 38,Cluster 43
30,18062.0,Cluster 0,Cluster 23,Cluster 7,Cluster 87,Cluster 25,Cluster 21
31,18702.0,Cluster 0,Cluster 22,Cluster 44,Cluster 17,Cluster 63,Cluster 34
32,20311.0,Cluster 0,Cluster 116,Cluster 27,Cluster 22,Cluster 119,Cluster 101
33,20417.0,Cluster 0,Cluster 0,Cluster 99,Cluster 93,Cluster 50,Cluster 50
34,21459.0,Cluster 0,Cluster 12,Cluster 118,Cluster 27,Cluster 112,Cluster 28
35,21482.0,Cluster 0,Cluster 101,Cluster 106,Cluster 6,Cluster 36,Cluster 83
36,21597.0,Cluster 0,Cluster 35,Cluster 55,Cluster 19,Cluster 40,Cluster 12
37,22175.0,Cluster 0,Cluster 68,Cluster 64,Cluster 80,Cluster 97,Cluster 3
38,22995.0,Cluster 0,Cluster 55,Cluster 70,Cluster 7,Cluster 87,Cluster 88
39,23049.0,Cluster 0,Cluster 30,Cluster 109,Cluster 113,Cluster 5,Cluster 53
40,24456.0,Cluster 0,Cluster 114,Cluster 88,Cluster 17,Cluster 59,Cluster 98
41,27467.0,Cluster 0,Cluster 88,Cluster 88,Cluster 4,Cluster 21,Cluster 92
42,29892.0,Cluster 0,Cluster 1,Cluster 40,Cluster 111,Cluster 31,Cluster 95
43,30621.0,Cluster 0,Cluster 21,Cluster 102,Cluster 38,Cluster 5,Cluster 67
44,30711.0,Cluster 0,Cluster 13,Cluster 88,Cluster 6,Cluster 2,Cluster 10
45,32731.0,Cluster 0,Cluster 116,Cluster 96,Cluster 98,Cluster 78,Cluster 55
46,32849.0,Cluster 0,Cluster 16,Cluster 69,Cluster 87,Cluster 44,Cluster 34
47,33071.0,Cluster 0,Cluster 81,Cluster 63,Cluster 22,,
48,33114.0,Cluster 0,Cluster 13,Cluster 124,Cluster 56,Cluster 94,Cluster 58
49,33458.0,Cluster 0,Cluster 96,Cluster 98,Cluster 84,Cluster 9,Cluster 21
50,33460.0,Cluster 0,Cluster 14,Cluster 85,Cluster 20,Cluster 25,Cluster 14
51,33939.0,Cluster 0,Cluster 84,Cluster 67,Cluster 64,Cluster 96,Cluster 84
52,33992.0,Cluster 0,Cluster 115,Cluster 26,Cluster 103,,
53,35142.0,Cluster 0,Cluster 101,Cluster 47,Cluster 35,Cluster 69,
54,35147.0,Cluster 0,Cluster 15,Cluster 117,Cluster 90,Cluster 16,Cluster 17
55,35770.0,Cluster 0,Cluster 25,Cluster 100,Cluster 10,Cluster 29,Cluster 32
56,37231.0,Cluster 0,Cluster 88,Cluster 108,Cluster 62,Cluster 4,Cluster 95
57,39412.0,Cluster 0,Cluster 95,Cluster 56,Cluster 63,Cluster 19,Cluster 13
58,39585.0,Cluster 0,Cluster 96,Cluster 8,Cluster 4,Cluster 30,Cluster 49
59,40106.0,Cluster 0,Cluster 105,Cluster 54,Cluster 50,Cluster 41,Cluster 72
60,40171.0,Cluster 0,Cluster 43,Cluster 95,Cluster 80,Cluster 21,Cluster 89
61,40260.0,Cluster 0,Cluster 31,Cluster 33,Cluster 106,Cluster 13,Cluster 16
62,40282.0,Cluster 0,Cluster 8,Cluster 54,Cluster 0,Cluster 10,Cluster 68
63,40393.0,Cluster 0,Cluster 53,Cluster 89,Cluster 77,Cluster 45,
64,40404.0,Cluster 0,Cluster 40,Cluster 112,Cluster 80,Cluster 51,Cluster 41
65,40427.0,Cluster 0,Cluster 68,Cluster 32,Cluster 36,Cluster 28,Cluster 1
66,40497.0,Cluster 0,Cluster 17,Cluster 116,Cluster 101,Cluster 104,Cluster 10
67,41453.0,Cluster 0,Cluster 34,Cluster 87,Cluster 93,Cluster 60,Cluster 33
68,41985.0,Cluster 0,Cluster 51,Cluster 93,Cluster 32,Cluster 68,Cluster 87
69,42237.0,Cluster 0,Cluster 22,Cluster 14,Cluster 116,Cluster 57,Cluster 64
70,42415.0,Cluster 0,Cluster 33,Cluster 78,Cluster 27,Cluster 112,Cluster 91
71,42459.0,Cluster 0,Cluster 68,Cluster 83,Cluster 11,Cluster 9,Cluster 91
72,42461.0,Cluster 0,Cluster 119,Cluster 85,Cluster 65,Cluster 9,Cluster 102
73,43177.0,Cluster 0,Cluster 19,Cluster 70,Cluster 24,,
74,43513.0,Cluster 0,Cluster 87,Cluster 14,Cluster 13,Cluster 65,Cluster 85
75,44029.0,Cluster 0,Cluster 116,Cluster 124,Cluster 24,Cluster 4,Cluster 15
76,44151.0,Cluster 0,Cluster 10,Cluster 32,Cluster 54,Cluster 14,Cluster 104
77,44274.0,Cluster 0,Cluster 80,Cluster 93,Cluster 76,Cluster 40,Cluster 13
78,44537.0,Cluster 0,Cluster 115,Cluster 75,Cluster 54,Cluster 57,Cluster 77
79,44543.0,Cluster 0,Cluster 92,Cluster 99,Cluster 23,Cluster 5,Cluster 26
80,45779.0,Cluster 0,Cluster 118,Cluster 105,Cluster 85,Cluster 82,Cluster 51
81,45818.0,Cluster 0,Cluster 95,Cluster 53,Cluster 106,Cluster 111,Cluster 65
82,47412.0,Cluster 0,Cluster 10,Cluster 91,Cluster 115,Cluster 5,Cluster 54
83,47441.0,Cluster 0,Cluster 1,Cluster 124,Cluster 13,Cluster 87,Cluster 92
84,48311.0,Cluster 0,Cluster 118,Cluster 104,Cluster 66,Cluster 38,Cluster 32
85,48695.0,Cluster 0,Cluster 86,Cluster 29,Cluster 99,Cluster 3,Cluster 69
86,49643.0,Cluster 0,Cluster 11,Cluster 66,Cluster 124,Cluster 124,Cluster 50
87,50970.0,Cluster 0,Cluster 55,Cluster 21,Cluster 73,Cluster 6,Cluster 89
88,52063.0,Cluster 0,Cluster 101,Cluster 6,Cluster 14,Cluster 80,Cluster 23
89,52142.0,Cluster 0,Cluster 86,Cluster 76,Cluster 26,Cluster 44,Cluster 68
90,52591.0,Cluster 0,Cluster 53,Cluster 9,Cluster 16,Cluster 9,Cluster 123
91,52681.0,Cluster 0,Cluster 10,Cluster 108,Cluster 80,Cluster 116,Cluster 71
92,52782.0,Cluster 0,Cluster 14,Cluster 66,Cluster 43,Cluster 9,Cluster 59
93,53367.0,Cluster 0,Cluster 34,Cluster 98,Cluster 12,Cluster 67,Cluster 54
94,53542.0,Cluster 0,Cluster 65,Cluster 85,Cluster 110,Cluster 76,Cluster 48
95,53554.0,Cluster 0,Cluster 87,Cluster 89,Cluster 77,Cluster 30,
96,53934.0,Cluster 0,Cluster 15,Cluster 10,Cluster 86,Cluster 79,Cluster 101
97,410.0,Cluster 1,Cluster 22,Cluster 26,Cluster 120,Cluster 27,Cluster 68
98,1914.0,Cluster 1,Cluster 38,Cluster 55,Cluster 11,Cluster 64,Cluster 77
99,2007.0,Cluster 1,Cluster 94,Cluster 93,Cluster 44,Cluster 44,Cluster 95
100,2142.0,Cluster 1,Cluster 119,Cluster 58,Cluster 118,Cluster 4,Cluster 115
101,2193.0,Cluster 1,Cluster 44,Cluster 101,Cluster 96,Cluster 14,Cluster 19
102,2577.0,Cluster 1,Cluster 33,Cluster 18,Cluster 57,Cluster 102,Cluster 114
103,2944.0,Cluster 1,Cluster 74,Cluster 33,Cluster 87,Cluster 14,Cluster 44
104,3260.0,Cluster 1,Cluster 98,Cluster 11,Cluster 1,Cluster 6,Cluster 78
105,3317.0,Cluster 1,Cluster 106,Cluster 60,Cluster 79,Cluster 118,Cluster 37
106,3392.0,Cluster 1,Cluster 62,Cluster 57,Cluster 68,Cluster 101,Cluster 59
107,4189.0,Cluster 1,Cluster 0,Cluster 69,Cluster 62,Cluster 5,Cluster 105
108,4334.0,Cluster 1,Cluster 122,Cluster 11,Cluster 0,Cluster 24,Cluster 53
109,4776.0,Cluster 1,Cluster 62,Cluster 65,Cluster 107,Cluster 55,Cluster 95
110,4992.0,Cluster 1,Cluster 68,Cluster 56,Cluster 108,Cluster 62,Cluster 41
111,5955.0,Cluster 1,Cluster 46,Cluster 70,Cluster 106,Cluster 39,Cluster 82
112,6110.0,Cluster 1,Cluster 48,Cluster 50,Cluster 55,Cluster 115,Cluster 35
113,6182.0,Cluster 1,Cluster 9,Cluster 111,Cluster 72,,
114,6271.0,Cluster 1,Cluster 116,Cluster 47,Cluster 109,Cluster 112,Cluster 35
115,6362.0,Cluster 1,Cluster 88,Cluster 101,Cluster 108,Cluster 98,Cluster 6
116,6508.0,Cluster 1,Cluster 40,Cluster 123,Cluster 86,Cluster 108,Cluster 47
117,6520.0,Cluster 1,Cluster 47,Cluster 36,Cluster 115,Cluster 16,Cluster 76
118,6654.0,Cluster 1,Cluster 106,Cluster 79,Cluster 76,Cluster 118,Cluster 46
119,6694.0,Cluster 1,Cluster 28,Cluster 67,Cluster 115,Cluster 50,Cluster 40
120,6738.0,Cluster 1,Cluster 77,Cluster 4,Cluster 108,Cluster 15,Cluster 122
121,7114.0,Cluster 1,Cluster 80,Cluster 50,Cluster 25,Cluster 30,Cluster 34
122,7152.0,Cluster 1,Cluster 51,Cluster 47,Cluster 86,Cluster 24,Cluster 83
123,7234.0,Cluster 1,Cluster 35,Cluster 104,Cluster 45,Cluster 31,Cluster 90
124,7369.0,Cluster 1,Cluster 42,Cluster 109,Cluster 31,Cluster 74,Cluster 46
125,7426.0,Cluster 1,Cluster 1,Cluster 1,Cluster 25,Cluster 80,Cluster 87
126,8187.0,Cluster 1,Cluster 95,Cluster 112,Cluster 25,Cluster 61,Cluster 6
127,8236.0,Cluster 1,Cluster 35,Cluster 57,Cluster 50,Cluster 4,Cluster 86
128,8512.0,Cluster 1,Cluster 123,Cluster 118,Cluster 58,Cluster 38,Cluster 12
129,8844.0,Cluster 1,Cluster 111,Cluster 9,Cluster 72,Cluster 119,Cluster 35
130,9296.0,Cluster 1,Cluster 84,Cluster 23,Cluster 8,Cluster 6,Cluster 7
131,9351.0,Cluster 1,Cluster 28,Cluster 105,Cluster 48,Cluster 59,Cluster 26
132,9437.0,Cluster 1,Cluster 22,Cluster 18,Cluster 20,Cluster 78,Cluster 0
133,9520.0,Cluster 1,Cluster 114,Cluster 43,Cluster 49,Cluster 36,Cluster 76
134,9906.0,Cluster 1,Cluster 119,Cluster 124,Cluster 6,Cluster 86,Cluster 121
135,11483.0,Cluster 1,Cluster 14,Cluster 29,Cluster 89,Cluster 4,Cluster 104
136,11808.0,Cluster 1,Cluster 88,Cluster 74,Cluster 30,Cluster 93,Cluster 4
137,11891.0,Cluster 1,Cluster 104,Cluster 70,,Cluster 41,Cluster 43
138,11963.0,Cluster 1,Cluster 54,Cluster 7,Cluster 68,Cluster 22,Cluster 98
139,12310.0,Cluster 1,Cluster 20,Cluster 86,Cluster 11,Cluster 96,Cluster 7
140,12877.0,Cluster 1,Cluster 36,Cluster 24,Cluster 41,Cluster 69,Cluster 77
141,13368.0,Cluster 1,Cluster 90,Cluster 55,Cluster 75,Cluster 25,Cluster 91
142,13369.0,Cluster 1,Cluster 7,Cluster 58,Cluster 78,Cluster 67,Cluster 101
143,14427.0,Cluster 1,Cluster 14,Cluster 13,Cluster 3,Cluster 24,Cluster 35
144,14568.0,Cluster 1,Cluster 118,Cluster 77,Cluster 83,,
145,14718.0,Cluster 1,Cluster 119,Cluster 24,Cluster 47,Cluster 99,Cluster 64
146,14848.0,Cluster 1,Cluster 110,Cluster 47,Cluster 101,Cluster 121,Cluster 34
147,14885.0,Cluster 1,Cluster 116,Cluster 18,Cluster 14,Cluster 8,Cluster 79
148,14938.0,Cluster 1,Cluster 20,Cluster 98,Cluster 59,Cluster 5,Cluster 66
149,15154.0,Cluster 1,Cluster 19,Cluster 50,Cluster 65,Cluster 44,Cluster 108
150,15280.0,Cluster 1,Cluster 9,Cluster 44,Cluster 72,Cluster 69,Cluster 81
151,15322.0,Cluster 1,Cluster 101,Cluster 7,Cluster 22,Cluster 112,Cluster 36
152,15332.0,Cluster 1,Cluster 19,Cluster 106,Cluster 88,Cluster 9,Cluster 113
153,15357.0,Cluster 1,Cluster 110,Cluster 100,Cluster 11,Cluster 75,Cluster 56
154,15371.0,Cluster 1,Cluster 95,Cluster 51,Cluster 59,Cluster 111,Cluster 1
155,15514.0,Cluster 1,Cluster 101,Cluster 27,Cluster 50,Cluster 30,Cluster 34
156,15575.0,Cluster 1,Cluster 94,Cluster 27,Cluster 100,Cluster 112,Cluster 101
157,16161.0,Cluster 1,Cluster 13,Cluster 81,Cluster 16,Cluster 59,Cluster 1
158,18064.0,Cluster 1,Cluster 68,Cluster 23,Cluster 83,Cluster 55,Cluster 106
159,18795.0,Cluster 1,Cluster 65,Cluster 9,Cluster 31,Cluster 5,Cluster 65
160,18824.0,Cluster 1,Cluster 35,Cluster 9,Cluster 51,Cluster 8,Cluster 83
161,18929.0,Cluster 1,Cluster 30,Cluster 28,Cluster 11,Cluster 68,Cluster 57
162,18973.0,Cluster 1,Cluster 60,Cluster 111,Cluster 91,Cluster 64,Cluster 33
163,19119.0,Cluster 1,Cluster 101,Cluster 111,Cluster 16,Cluster 49,Cluster 30
164,19166.0,Cluster 1,Cluster 80,Cluster 8,Cluster 59,Cluster 30,Cluster 34
165,19175.0,Cluster 1,Cluster 112,Cluster 46,Cluster 97,Cluster 113,Cluster 22
166,19248.0,Cluster 1,Cluster 71,Cluster 9,Cluster 81,Cluster 80,Cluster 98
167,19263.0,Cluster 1,Cluster 69,Cluster 82,Cluster 108,Cluster 40,Cluster 75
168,19322.0,Cluster 1,Cluster 76,Cluster 47,Cluster 86,Cluster 26,Cluster 4
169,19658.0,Cluster 1,Cluster 69,Cluster 11,Cluster 90,Cluster 63,Cluster 61
170,19987.0,Cluster 1,Cluster 22,Cluster 4,Cluster 35,Cluster 20,Cluster 115
171,19997.0,Cluster 1,Cluster 3,Cluster 76,Cluster 28,Cluster 30,Cluster 101
172,20051.0,Cluster 1,Cluster 1,Cluster 79,Cluster 82,Cluster 63,Cluster 50
173,20174.0,Cluster 1,Cluster 97,Cluster 1,Cluster 20,Cluster 113,Cluster 38
174,20201.0,Cluster 1,Cluster 52,Cluster 58,Cluster 96,Cluster 111,Cluster 108
175,20206.0,Cluster 1,Cluster 2,Cluster 40,Cluster 48,Cluster 110,Cluster 47
176,20263.0,Cluster 1,Cluster 8,Cluster 15,Cluster 32,Cluster 103,Cluster 12
177,20322.0,Cluster 1,Cluster 95,Cluster 40,Cluster 20,Cluster 85,Cluster 45
178,20326.0,Cluster 1,Cluster 80,Cluster 101,Cluster 79,Cluster 65,
179,20465.0,Cluster 1,Cluster 34,Cluster 28,Cluster 10,Cluster 37,Cluster 77
180,20560.0,Cluster 1,Cluster 56,Cluster 78,Cluster 6,Cluster 61,Cluster 47
181,20769.0,Cluster 1,Cluster 53,Cluster 11,Cluster 42,Cluster 97,Cluster 81
182,20825.0,Cluster 1,Cluster 94,Cluster 12,Cluster 47,Cluster 11,Cluster 87
183,21275.0,Cluster 1,Cluster 7,Cluster 57,Cluster 115,Cluster 47,Cluster 76
184,21626.0,Cluster 1,Cluster 36,Cluster 120,Cluster 102,Cluster 4,Cluster 30
185,21677.0,Cluster 1,Cluster 6,Cluster 117,Cluster 111,Cluster 112,Cluster 96
186,22438.0,Cluster 1,Cluster 19,Cluster 43,Cluster 77,Cluster 13,Cluster 79
187,22465.0,Cluster 1,Cluster 94,Cluster 107,Cluster 81,Cluster 73,Cluster 65
188,23684.0,Cluster 1,Cluster 90,Cluster 11,Cluster 44,Cluster 2,Cluster 124
189,24046.0,Cluster 1,Cluster 75,Cluster 67,Cluster 44,Cluster 37,Cluster 83
190,24356.0,Cluster 1,Cluster 12,Cluster 43,Cluster 47,Cluster 28,Cluster 93
191,25092.0,Cluster 1,Cluster 79,Cluster 101,Cluster 55,Cluster 121,Cluster 76
192,25095.0,Cluster 1,Cluster 48,Cluster 87,Cluster 0,Cluster 48,Cluster 47
193,26219.0,Cluster 1,Cluster 100,Cluster 70,Cluster 75,Cluster 24,Cluster 64
194,29461.0,Cluster 1,Cluster 44,Cluster 27,Cluster 124,Cluster 32,Cluster 115
195,29950.0,Cluster 1,Cluster 1,Cluster 3,Cluster 95,Cluster 36,Cluster 64
196,29975.0,Cluster 1,Cluster 111,Cluster 67,Cluster 103,Cluster 73,Cluster 100
197,29991.0,Cluster 1,Cluster 16,Cluster 101,Cluster 89,Cluster 15,Cluster 90
198,31762.0,Cluster 1,Cluster 33,Cluster 79,Cluster 54,Cluster 46,Cluster 35
199,33128.0,Cluster 1,Cluster 89,Cluster 79,Cluster 19,Cluster 105,Cluster 120
200,33264.0,Cluster 1,Cluster 9,Cluster 66,Cluster 11,Cluster 61,Cluster 58
201,33338.0,Cluster 1,Cluster 9,Cluster 29,Cluster 97,Cluster 103,Cluster 7
202,34116.0,Cluster 1,Cluster 49,Cluster 101,Cluster 28,Cluster 48,Cluster 75
203,34257.0,Cluster 1,Cluster 101,Cluster 10,Cluster 96,Cluster 124,Cluster 46
204,34265.0,Cluster 1,Cluster 15,Cluster 117,Cluster 79,Cluster 30,Cluster 13
205,34446.0,Cluster 1,Cluster 76,Cluster 57,Cluster 68,Cluster 71,Cluster 104
206,35083.0,Cluster 1,Cluster 94,Cluster 21,Cluster 27,Cluster 87,Cluster 78
207,35106.0,Cluster 1,Cluster 97,Cluster 74,Cluster 119,Cluster 49,Cluster 99
208,35124.0,Cluster 1,Cluster 4,Cluster 1,Cluster 36,Cluster 45,Cluster 87
209,35184.0,Cluster 1,Cluster 1,Cluster 112,Cluster 79,Cluster 52,
210,35553.0,Cluster 1,Cluster 50,Cluster 121,Cluster 72,Cluster 92,Cluster 30
211,36367.0,Cluster 1,Cluster 4,Cluster 65,Cluster 56,Cluster 35,Cluster 95
212,37186.0,Cluster 1,Cluster 92,Cluster 60,Cluster 102,Cluster 108,Cluster 35
213,37218.0,Cluster 1,Cluster 34,Cluster 109,Cluster 99,Cluster 108,Cluster 7
214,39218.0,Cluster 1,Cluster 34,Cluster 1,Cluster 18,Cluster 48,Cluster 8
215,39246.0,Cluster 1,Cluster 3,Cluster 101,Cluster 51,Cluster 26,Cluster 89
216,39292.0,Cluster 1,Cluster 88,Cluster 79,Cluster 95,Cluster 124,Cluster 49
217,39428.0,Cluster 1,Cluster 26,Cluster 47,Cluster 117,Cluster 3,Cluster 76
218,39479.0,Cluster 1,Cluster 57,Cluster 9,Cluster 29,Cluster 92,Cluster 61
219,39701.0,Cluster 1,Cluster 101,Cluster 10,Cluster 55,Cluster 82,Cluster 76
220,40152.0,Cluster 1,Cluster 16,Cluster 32,Cluster 8,Cluster 60,Cluster 99
221,40821.0,Cluster 1,Cluster 50,Cluster 106,Cluster 23,Cluster 11,Cluster 35
222,41267.0,Cluster 1,Cluster 97,Cluster 60,Cluster 105,Cluster 1,Cluster 6
223,41382.0,Cluster 1,Cluster 58,Cluster 26,Cluster 88,Cluster 66,Cluster 32
224,42131.0,Cluster 1,Cluster 14,Cluster 23,Cluster 71,Cluster 40,Cluster 83
225,42956.0,Cluster 1,Cluster 92,Cluster 53,Cluster 65,Cluster 108,Cluster 71
226,43367.0,Cluster 1,Cluster 98,Cluster 40,Cluster 108,Cluster 14,Cluster 4
227,43984.0,Cluster 1,Cluster 13,Cluster 16,Cluster 18,Cluster 10,Cluster 54
228,44390.0,Cluster 1,Cluster 4,Cluster 37,Cluster 115,Cluster 6,Cluster 48
229,44436.0,Cluster 1,Cluster 23,Cluster 2,Cluster 90,Cluster 60,Cluster 94
230,44587.0,Cluster 1,Cluster 115,Cluster 78,Cluster 90,Cluster 5,Cluster 61
231,45845.0,Cluster 1,Cluster 64,Cluster 52,Cluster 14,Cluster 15,Cluster 43
232,46192.0,Cluster 1,Cluster 95,Cluster 14,Cluster 18,Cluster 78,Cluster 27
233,46477.0,Cluster 1,Cluster 100,Cluster 11,Cluster 43,Cluster 36,Cluster 101
234,46794.0,Cluster 1,Cluster 120,Cluster 85,Cluster 50,Cluster 123,Cluster 40
235,47127.0,Cluster 1,Cluster 80,Cluster 3,Cluster 101,Cluster 62,Cluster 99
236,47137.0,Cluster 1,Cluster 92,Cluster 40,Cluster 51,Cluster 110,Cluster 67
237,47480.0,Cluster 1,Cluster 68,Cluster 121,Cluster 6,Cluster 124,Cluster 22
238,48766.0,Cluster 1,Cluster 97,Cluster 120,Cluster 108,Cluster 14,Cluster 22
239,49297.0,Cluster 1,Cluster 12,Cluster 121,Cluster 8,Cluster 116,Cluster 71
240,49310.0,Cluster 1,Cluster 28,Cluster 50,Cluster 19,Cluster 4,Cluster 69
241,49315.0,Cluster 1,Cluster 117,Cluster 46,Cluster 91,Cluster 4,Cluster 2
242,49633.0,Cluster 1,Cluster 59,Cluster 106,Cluster 25,Cluster 59,Cluster 5
243,49663.0,Cluster 1,Cluster 43,Cluster 109,Cluster 110,Cluster 28,Cluster 45
244,50766.0,Cluster 1,Cluster 108,Cluster 32,,,
245,51257.0,Cluster 1,Cluster 55,Cluster 79,Cluster 89,Cluster 121,Cluster 50
246,51362.0,Cluster 1,Cluster 42,Cluster 115,Cluster 34,Cluster 8,Cluster 78
247,51754.0,Cluster 1,Cluster 116,Cluster 18,Cluster 72,Cluster 4,Cluster 14
248,51805.0,Cluster 1,Cluster 67,Cluster 63,Cluster 57,Cluster 77,Cluster 20
249,51835.0,Cluster 1,Cluster 96,Cluster 111,Cluster 20,Cluster 16,Cluster 26
250,51882.0,Cluster 1,Cluster 2,Cluster 55,Cluster 65,Cluster 12,Cluster 10
251,51887.0,Cluster 1,Cluster 68,,Cluster 85,,
252,52866.0,Cluster 1,Cluster 1,Cluster 12,Cluster 109,Cluster 4,Cluster 36
253,53553.0,Cluster 1,Cluster 10,Cluster 115,Cluster 95,Cluster 123,Cluster 104
254,1960.0,Cluster 2,Cluster 116,Cluster 48,Cluster 45,Cluster 39,Cluster 38
255,2130.0,Cluster 2,Cluster 34,Cluster 121,Cluster 105,Cluster 3,Cluster 41
256,2140.0,Cluster 2,Cluster 123,Cluster 50,Cluster 112,Cluster 72,Cluster 64
257,2855.0,Cluster 2,Cluster 8,Cluster 102,Cluster 43,Cluster 36,Cluster 71
258,4326.0,Cluster 2,Cluster 14,Cluster 26,Cluster 70,Cluster 46,Cluster 80
259,4862.0,Cluster 2,Cluster 61,Cluster 106,Cluster 36,Cluster 64,Cluster 45
260,5061.0,Cluster 2,Cluster 92,Cluster 89,Cluster 49,Cluster 25,Cluster 0
261,5200.0,Cluster 2,Cluster 18,Cluster 14,Cluster 106,Cluster 79,Cluster 99
262,6005.0,Cluster 2,Cluster 87,Cluster 29,Cluster 3,Cluster 105,Cluster 32
263,6113.0,Cluster 2,Cluster 26,Cluster 116,Cluster 113,Cluster 46,Cluster 56
264,6211.0,Cluster 2,Cluster 19,Cluster 77,Cluster 123,Cluster 56,Cluster 74
265,6397.0,Cluster 2,Cluster 84,Cluster 39,Cluster 122,Cluster 56,Cluster 60
266,6480.0,Cluster 2,Cluster 6,Cluster 38,Cluster 113,Cluster 46,Cluster 94
267,6653.0,Cluster 2,Cluster 87,Cluster 76,Cluster 18,Cluster 74,Cluster 38
268,7299.0,Cluster 2,Cluster 13,Cluster 61,Cluster 35,Cluster 29,Cluster 33
269,9016.0,Cluster 2,Cluster 47,Cluster 62,Cluster 83,Cluster 43,Cluster 5
270,9394.0,Cluster 2,Cluster 87,Cluster 6,Cluster 104,Cluster 71,
271,11736.0,Cluster 2,Cluster 21,Cluster 46,Cluster 109,Cluster 28,Cluster 59
272,11796.0,Cluster 2,Cluster 76,Cluster 8,Cluster 25,Cluster 14,Cluster 50
273,11824.0,Cluster 2,Cluster 13,Cluster 111,Cluster 2,Cluster 21,Cluster 25
274,13287.0,Cluster 2,Cluster 14,Cluster 18,Cluster 6,Cluster 115,Cluster 102
275,13329.0,Cluster 2,Cluster 47,Cluster 62,Cluster 36,Cluster 109,Cluster 22
276,13518.0,Cluster 2,Cluster 80,Cluster 118,Cluster 124,Cluster 118,Cluster 78
277,13531.0,Cluster 2,Cluster 22,Cluster 29,Cluster 76,Cluster 63,Cluster 3
278,14477.0,Cluster 2,Cluster 80,Cluster 119,Cluster 32,Cluster 10,Cluster 78
279,14822.0,Cluster 2,Cluster 81,Cluster 42,Cluster 38,Cluster 120,Cluster 70
280,14895.0,Cluster 2,Cluster 107,Cluster 119,Cluster 92,Cluster 116,Cluster 57
281,15141.0,Cluster 2,Cluster 124,Cluster 75,Cluster 114,Cluster 16,Cluster 88
282,15905.0,Cluster 2,Cluster 18,Cluster 20,Cluster 119,Cluster 104,Cluster 33
283,15921.0,Cluster 2,Cluster 119,Cluster 25,Cluster 26,Cluster 25,Cluster 21
284,15924.0,Cluster 2,Cluster 96,Cluster 120,Cluster 31,Cluster 39,Cluster 107
285,17181.0,Cluster 2,Cluster 73,Cluster 76,Cluster 68,Cluster 87,Cluster 47
286,17207.0,Cluster 2,Cluster 12,Cluster 15,Cluster 17,Cluster 117,Cluster 83
287,18148.0,Cluster 2,Cluster 56,Cluster 54,Cluster 42,Cluster 80,Cluster 62
